WEEK,CHAIN,UNIQUE_USERS,ACTIVE_POOLS,TOTAL_VOLUME,AVG_VOLUME,MEDIAN_VOLUME,CUMU_VOLUME
2022-03-14 00:00:00.000,Polygon,47745,560,397642059.21,1341.671983784,246.66,6327176739.04
2022-03-21 00:00:00.000,Arbitrum,5803,114,239730405.45,6233.239871295,2778.155,8380803864.97
2022-03-21 00:00:00.000,Optimism,5074,116,25599590.72,1290.106874969,513.32,430033128.48
2022-03-21 00:00:00.000,Polygon,54703,534,392035139.78,1282.501765834,208.45,6719211878.82
2022-03-28 00:00:00.000,Arbitrum,6604,127,405363705.2,8879.429273635,3447.72,8786167570.17
2022-03-28 00:00:00.000,Optimism,5678,117,35560659.93,1463.82332071,745.56,465593788.41
2022-03-28 00:00:00.000,Polygon,59284,583,552439673.69,1360.387287769,253.105,7271651552.51
2022-04-04 00:00:00.000,Arbitrum,4638,111,291104537.76,8605.1771486,4702.33,9077272107.93
2022-04-04 00:00:00.000,Optimism,3954,107,26964021.22,1605.479084251,1033.92,492557809.63
2022-04-04 00:00:00.000,Polygon,61467,575,471822350.34,1311.89309145,228.085,7743473902.85
2022-04-11 00:00:00.000,Arbitrum,7350,114,273904671.76,6582.664546023,2971.875,9351176779.69
2022-04-11 00:00:00.000,Optimism,6017,116,28435597.26,1203.979899229,914.885,520993406.89
2022-04-11 00:00:00.000,Polygon,68558,595,417095717.78,1167.230235183,143.84,8160569620.63
2022-04-18 00:00:00.000,Arbitrum,8259,116,220909031.13,5375.307957515,1269.51,9572085810.82
2022-04-18 00:00:00.000,Optimism,14760,134,47972169.13,1008.263501335,229.09,568965576.02
2022-04-18 00:00:00.000,Polygon,70291,590,463707801.48,1158.620676121,153.74,8624277422.11
2022-04-25 00:00:00.000,Arbitrum,20478,134,235017156.23,3459.492393058,444.355,9807102967.05
2022-04-25 00:00:00.000,Optimism,13413,139,41288711.51,1081.224278157,199.09,610254287.53
2022-04-25 00:00:00.000,Polygon,76552,670,580506266.84,1175.589847793,150.18,9204783688.95
2022-05-02 00:00:00.000,Arbitrum,22416,124,252128398.93,3762.82962361,547.7,10059231365.98
2022-05-02 00:00:00.000,Optimism,12085,127,34723381.94,1000.097406106,163.83,644977669.47
2022-05-02 00:00:00.000,Polygon,75087,665,638801291.01,1209.669937661,168.62,9843584979.96
2022-05-09 00:00:00.000,Arbitrum,16187,136,460196380.94,4734.822941128,2252.3,10519427746.92
2022-05-09 00:00:00.000,Optimism,8960,130,58690327.95,1381.501493539,781.3,703667997.42
2022-05-09 00:00:00.000,Polygon,67967,710,1378241787.28,1503.1325625,330.72,11221826767.24
2022-05-16 00:00:00.000,Arbitrum,20349,122,139042152.69,2035.726456274,446.33,10658469899.61
2022-05-16 00:00:00.000,Optimism,10808,117,22658373.82,657.774953407,208.42,726326371.24
2022-05-16 00:00:00.000,Polygon,60800,641,482663036.84,853.252998794,99.93,11704489804.08
2022-05-23 00:00:00.000,Arbitrum,20185,132,135505263.2,2016.207344364,533.79,10793975162.81
2022-05-23 00:00:00.000,Optimism,13036,131,30379394.63,720.625154304,179.9,756705765.87
2022-05-23 00:00:00.000,Polygon,55179,659,498148936.82,993.581422032,122.91,12202638740.9
2022-05-30 00:00:00.000,Arbitrum,25453,139,132723770,1794.995604604,364.42,10926698932.81
2022-05-30 00:00:00.000,Optimism,68945,177,492135718.2,1850.739596033,449.37,1248841484.07
2022-05-30 00:00:00.000,Polygon,54545,655,422169401.72,936.788596446,99.95,12624808142.62
2022-06-06 00:00:00.000,Arbitrum,23787,137,151595698.49,1871.829141231,452.09,11078294631.3
2022-06-06 00:00:00.000,Optimism,27396,162,310065130.29,957.854394362,44.11,1558906614.36
2022-06-06 00:00:00.000,Polygon,56078,639,552659157.47,1046.03728966,117.24,13177467300.09
2022-06-13 00:00:00.000,Arbitrum,17030,134,155103079.61,1445.912926354,854.95,11233397710.91
2022-06-13 00:00:00.000,Optimism,15808,155,219178124.99,396.528805464,64,1778084739.35
2022-06-13 00:00:00.000,Polygon,54087,669,801436930.89,955.749354404,207.93,13978904230.98
2022-06-20 00:00:00.000,Arbitrum,19098,129,95660361.1,1103.145452973,558.255,11329058072.01
2022-06-20 00:00:00.000,Optimism,17030,167,109227476.16,369.68492004,63.84,1887312215.51
2022-06-20 00:00:00.000,Polygon,72833,681,480259421.4,697.024184414,106.26,14459163652.38
2022-06-27 00:00:00.000,Arbitrum,15057,121,79728988.72,1299.512472414,545.42,11408787060.73
2022-06-27 00:00:00.000,Optimism,10906,149,89405217.5,557.340490855,64,1976717433.01
2022-06-27 00:00:00.000,Polygon,75340,660,374986721.09,617.959903842,92.57,14834150373.47
2022-07-04 00:00:00.000,Arbitrum,11079,131,98978173.84,1602.470191367,702.94,11507765234.57
2022-07-04 00:00:00.000,Optimism,9401,153,78201442.19,600.907047004,64.06,2054918875.2
2022-07-04 00:00:00.000,Polygon,47557,662,324845770.28,645.722927448,99.96,15158996143.75
2022-07-11 00:00:00.000,Arbitrum,11506,134,135827653.93,1964.104604584,778.68,11643592888.5
2022-07-11 00:00:00.000,Optimism,13587,163,87913035.87,493.546868042,64.06,2142831911.07
2022-07-11 00:00:00.000,Polygon,54875,701,466664041.28,748.660491167,120.36,15625660185.03
2022-07-18 00:00:00.000,Arbitrum,14255,143,150960761.88,1688.315851703,802.87,11794553650.38
2022-07-18 00:00:00.000,Optimism,12662,187,202225425.04,639.031729656,64.06,2345057336.11
2022-07-18 00:00:00.000,Polygon,58397,711,725394703.49,1067.387931527,162.58,16351054888.52
2022-07-25 00:00:00.000,Arbitrum,15746,154,154646336.54,1660.435669773,718.32,11949199986.92
2022-07-25 00:00:00.000,Optimism,21486,192,285819682.33,552.385418512,64.06,2630877018.44
2022-07-25 00:00:00.000,Polygon,56846,718,693214880.82,1132.887314811,177.47,17044269769.34
2022-08-01 00:00:00.000,Arbitrum,19588,191,170432550.2,1624.342859594,361.25,12119632537.12
2022-08-01 00:00:00.000,Optimism,21224,215,256051786.27,463.427887775,61.91,2886928804.71
2022-08-01 00:00:00.000,Polygon,53515,708,501591841.55,1218.3963388,159.595,17545861610.89
2022-08-08 00:00:00.000,Arbitrum,19165,209,195142028.15,1982.868577133,382.405,12314774565.27
2022-08-08 00:00:00.000,Optimism,18248,203,276047096.27,622.387930147,64.03,3162975900.98
2022-08-08 00:00:00.000,Polygon,60203,730,614604257.29,1367.300384181,143.06,18160465868.18
2022-08-15 00:00:00.000,Arbitrum,14908,170,189389229.58,2073.022138815,559.84,12504163794.85
2022-08-15 00:00:00.000,Optimism,20683,203,317694797.44,697.272532104,64.06,3480670698.42
2022-08-15 00:00:00.000,Polygon,65184,747,734300752.79,1281.91159269,141.5,18894766620.97
2022-08-22 00:00:00.000,Arbitrum,24182,190,193735087.42,1343.814767632,73.52,12697898882.27
2022-08-22 00:00:00.000,Optimism,13617,189,327781975.61,965.13479832,64.06,3808452674.03
2022-08-22 00:00:00.000,Polygon,57560,697,618848191.71,1189.751766725,158.29,19513614812.68
2022-08-29 00:00:00.000,Arbitrum,48478,212,230921729.13,864.357423005,0.5,12928820611.4
2022-08-29 00:00:00.000,Optimism,18272,193,358607850.56,1177.504607009,64,4167060524.59
2022-08-29 00:00:00.000,Polygon,56026,741,603597902.89,1211.902836397,150.04,20117212715.57
2022-09-05 00:00:00.000,Arbitrum,46094,226,373453749.01,1387.488943334,1.23,13302274360.41
2022-09-05 00:00:00.000,Optimism,13894,194,257258640.2,834.43173037,64,4424319164.79
2022-09-05 00:00:00.000,Polygon,55661,738,626939394.05,1202.456920358,142.77,20744152109.62
2022-09-12 00:00:00.000,Arbitrum,40179,235,389884292.96,1590.137783343,35.97,13692158653.37
2022-09-12 00:00:00.000,Optimism,17489,199,269772940.05,807.766293334,64,4694092104.84
2022-09-12 00:00:00.000,Polygon,64049,775,790555444.63,1255.242424425,189.63,21534707554.25
2022-09-19 00:00:00.000,Arbitrum,38832,254,374615869.22,1162.013956046,27.68,14066774522.59
2022-09-19 00:00:00.000,Optimism,34733,195,334405454.45,746.310808498,64,5028497559.29
2022-09-19 00:00:00.000,Polygon,56027,858,690859023.48,925.776716963,101.47,22225566577.73
2022-09-26 00:00:00.000,Arbitrum,35333,264,316894616.29,1001.810232263,26.27,14383669138.88
2022-09-26 00:00:00.000,Optimism,33635,200,269954215.9,925.502310377,64,5298451775.19
2022-09-26 00:00:00.000,Polygon,55638,826,615234022.49,966.17782922,88.54,22840800600.22
2022-10-03 00:00:00.000,Arbitrum,37110,281,360499985.85,1168.917448971,23.46,14744169124.73
2022-10-03 00:00:00.000,Optimism,32946,200,134211715.29,775.409280354,63.09,5432663490.48
2022-10-03 00:00:00.000,Polygon,51246,846,441911973.16,841.08665139,37.78,23282712573.38
2022-10-10 00:00:00.000,Arbitrum,31421,272,295004854.66,1139.53845458,25.11,15039173979.39
2022-10-10 00:00:00.000,Optimism,28877,219,124851313.45,626.757328993,64,5557514803.93
2022-10-10 00:00:00.000,Polygon,49035,868,441381290.89,899.615987693,56.68,23724093864.27
2022-10-17 00:00:00.000,Arbitrum,55874,287,246291922.68,497.919551271,13.07,15285465902.07
2022-10-17 00:00:00.000,Optimism,29889,216,117321495.28,595.743198347,53.32,5674836299.21
2022-10-17 00:00:00.000,Polygon,50298,798,440265249.84,996.830742395,89.42,24164359114.11
2022-10-24 00:00:00.000,Arbitrum,88155,320,555686953.9,964.94370115,0.15,15841152855.97
2022-10-24 00:00:00.000,Optimism,37289,228,263789553.93,679.405957091,64.1,5938625853.14
2022-10-24 00:00:00.000,Polygon,65056,890,806192674.78,1294.747528009,206.03,24970551788.89
2022-10-31 00:00:00.000,Arbitrum,77976,345,606869068.46,1238.225280058,1,16448021924.43
2022-10-31 00:00:00.000,Optimism,45492,228,222567728.41,555.692752751,64.01,6161193581.55
2022-10-31 00:00:00.000,Polygon,72689,968,987527282.22,1305.919629275,286.29,25958079071.11
2022-11-07 00:00:00.000,Arbitrum,83274,354,1182484214.58,1713.469593413,174.95,17630506139.01
2022-11-07 00:00:00.000,Optimism,54831,236,476879788.32,715.203461917,76.49,6638073369.87
2022-11-07 00:00:00.000,Polygon,90212,1008,1870033315.02,1332.048308343,371.47,27828112386.13
2022-11-14 00:00:00.000,Arbitrum,66679,327,411246302.73,1098.684245942,24.3,18041752441.74
2022-11-14 00:00:00.000,Optimism,54271,231,151885359.96,484.589462944,64,6789958729.83
2022-11-14 00:00:00.000,Polygon,79671,951,672033272.65,891.161984077,154.17,28500145658.78
