WEEK,CHAIN,UNIQUE_USERS,ACTIVE_POOLS,TOTAL_VOLUME,AVG_VOLUME,MEDIAN_VOLUME,CUMU_VOLUME
2023-04-10 00:00:00.000,Optimism,73816,303,79235721.66,649.244296355,64.29,4258255177.48
2023-04-10 00:00:00.000,Polygon,87449,1123,344364271.67,887.712952493,32.6,32494453394.49
2023-04-17 00:00:00.000,Arbitrum,276088,922,1118956350.89,2788.585917191,131.88,10548266899.88
2023-04-17 00:00:00.000,BSC,44413,322,27443611.52,948.227887499,115,120372351.82
2023-04-17 00:00:00.000,Optimism,49287,295,90989859.75,809.965103082,128.05,4349245037.23
2023-04-17 00:00:00.000,Polygon,83645,1110,360313475.06,1039.139980331,94.885,32854766869.55
2023-04-24 00:00:00.000,Arbitrum,230310,903,713072950.36,2615.629632309,132.88,11261339850.24
2023-04-24 00:00:00.000,BSC,51682,341,30715393.98,987.2840468,182.65,151087745.8
2023-04-24 00:00:00.000,Optimism,49302,290,44805184.01,610.716063654,64,4394050221.24
2023-04-24 00:00:00.000,Polygon,78582,1050,403616536.7,1242.348103927,82.89,33258383406.25
2023-05-01 00:00:00.000,Arbitrum,182555,1143,406075193.93,1463.128403323,149.87,11667415044.17
2023-05-01 00:00:00.000,BSC,47321,370,26106135.94,803.29043786,131.15,177193881.74
2023-05-01 00:00:00.000,Optimism,42883,270,43070609.33,749.784300014,113.1,4437120830.57
2023-05-01 00:00:00.000,Polygon,73413,1172,306441743.99,952.093431606,39.29,33564825150.24
2023-05-08 00:00:00.000,Arbitrum,212094,1179,463984744.77,1483.355642276,118.885,12131399788.94
2023-05-08 00:00:00.000,BSC,46187,318,22457809.72,874.763748685,113.83,199651691.46
2023-05-08 00:00:00.000,Optimism,35944,272,40103182.14,735.285054179,65.14,4477224012.71
2023-05-08 00:00:00.000,Polygon,78814,1328,321641131.53,834.274361094,41.58,33886466281.77
2023-05-15 00:00:00.000,Arbitrum,178485,922,261217966.88,1448.306268428,135.33,12392617755.82
2023-05-15 00:00:00.000,BSC,51417,280,18565893.42,857.824396803,71.01,218217584.88
2023-05-15 00:00:00.000,Optimism,49185,272,38756389.87,657.110713293,50.98,4515980402.58
2023-05-15 00:00:00.000,Polygon,83598,1268,222938168.77,635.912398796,29.29,34109404450.54
2023-05-22 00:00:00.000,Arbitrum,214534,895,239666878.73,1283.480489311,88.62,12632284634.55
2023-05-22 00:00:00.000,BSC,71455,322,22971782,955.127936468,50.51,241189366.88
2023-05-22 00:00:00.000,Optimism,55738,285,29309165.58,534.31227586,32.04,4545289568.16
2023-05-22 00:00:00.000,Polygon,87491,1298,242554067.42,700.377592393,23.18,34351958517.96
2023-05-29 00:00:00.000,Arbitrum,202532,897,263254801.42,1555.64039462,114.22,12895539435.97
2023-05-29 00:00:00.000,BSC,71782,274,20662513.32,928.652284045,35.94,261851880.2
2023-05-29 00:00:00.000,Optimism,67899,303,36740437.75,489.872503333,31.96,4582030005.91
2023-05-29 00:00:00.000,Polygon,96592,1269,213479573.16,625.399732122,19.55,34565438091.12
2023-06-05 00:00:00.000,Arbitrum,171664,933,821909232.33,2329.423793157,718.72,13717448668.3
2023-06-05 00:00:00.000,BSC,79335,302,30793836.54,861.920579394,198.77,292645716.74
2023-06-05 00:00:00.000,Optimism,73608,330,43973866.06,465.376237525,31.54,4626003871.97
2023-06-05 00:00:00.000,Polygon,99428,1430,409964599.15,678.812272578,43,34975402690.27
2023-06-12 00:00:00.000,Arbitrum,166603,845,1138660399.28,2378.44266699,573.6,14856109067.58
2023-06-12 00:00:00.000,BSC,69362,292,49969180.91,1310.288989669,285.81,342614897.65
2023-06-12 00:00:00.000,Optimism,74756,302,26401456.34,394.953495894,13.7,4652405328.31
2023-06-12 00:00:00.000,Polygon,110956,1299,324581705.95,624.492222171,38.73,35299984396.22
2023-06-19 00:00:00.000,Arbitrum,163773,872,1608001491.42,2969.904792144,883.78,16464110559
2023-06-19 00:00:00.000,Avalanche,7,3,708.82,28.3528,30.47,708.82
