WEEK,CHAIN,ACTIVE_USERS,CUMU_ACTIVE_USERS,SWAP_COUNT,CUMU_TXN_COUNT,TXN_PER_USER,PREV_WEEK_ACTIVE_USERS,RETENTION_RATE
2023-07-17 00:00:00.000,Optimism,83759,3058583,302333,23384597,3.609558,105250,79.58
2023-07-17 00:00:00.000,Polygon,129749,5643714,499972,34546097,3.853378,127447,101.81
2023-07-24 00:00:00.000,Arbitrum,130127,5934371,391116,25589837,3.005648,140122,92.87
2023-07-24 00:00:00.000,Avalanche,13815,25227,30988,68640,2.243069,10436,132.38
2023-07-24 00:00:00.000,BSC,65115,1091076,126508,2186023,1.94284,63952,101.82
2023-07-24 00:00:00.000,Optimism,95390,3153973,455652,23840249,4.776727,83759,113.89
2023-07-24 00:00:00.000,Polygon,118969,5762683,390778,34936875,3.284704,129749,91.69
2023-07-31 00:00:00.000,Arbitrum,129527,6063898,395772,25985609,3.055517,130127,99.54
2023-07-31 00:00:00.000,Avalanche,10854,36081,23041,91681,2.122812,13815,78.57
2023-07-31 00:00:00.000,BSC,67222,1158298,123933,2309956,1.843637,65115,103.24
2023-07-31 00:00:00.000,Base,21,21,324,324,15.428571,"null","null"
2023-07-31 00:00:00.000,Optimism,78307,3232280,522760,24363009,6.675776,95390,82.09
2023-07-31 00:00:00.000,Polygon,116122,5878805,398591,35335466,3.432519,118969,97.61
2023-08-07 00:00:00.000,Arbitrum,120489,6184387,336858,26322467,2.795757,129527,93.02
2023-08-07 00:00:00.000,Avalanche,10386,46467,20661,112342,1.989313,10854,95.69
2023-08-07 00:00:00.000,BSC,58402,1216700,109463,2419419,1.874302,67222,86.88
2023-08-07 00:00:00.000,Base,19348,19369,88937,89261,4.596703,21,92133.33
2023-08-07 00:00:00.000,Optimism,77589,3309869,451097,24814106,5.81393,78307,99.08
2023-08-07 00:00:00.000,Polygon,99971,5978776,332665,35668131,3.327615,116122,86.09
2023-08-14 00:00:00.000,Arbitrum,107899,6292286,407562,26730029,3.777255,120489,89.55
2023-08-14 00:00:00.000,Avalanche,10630,57097,26943,139285,2.534619,10386,102.35
2023-08-14 00:00:00.000,BSC,49185,1265885,98283,2517702,1.998231,58402,84.22
2023-08-14 00:00:00.000,Base,23561,42930,66055,155316,2.803574,19348,121.77
2023-08-14 00:00:00.000,Optimism,71222,3381091,364545,25178651,5.118433,77589,91.79
2023-08-14 00:00:00.000,Polygon,86851,6065627,370698,36038829,4.268206,99971,86.88
2023-08-21 00:00:00.000,Arbitrum,91650,6383936,334091,27064120,3.645292,107899,84.94
2023-08-21 00:00:00.000,Avalanche,9264,66361,20876,160161,2.253454,10630,87.15
2023-08-21 00:00:00.000,BSC,40292,1306177,83826,2601528,2.080463,49185,81.92
2023-08-21 00:00:00.000,Base,48981,91911,98394,253710,2.00882,23561,207.89
2023-08-21 00:00:00.000,Optimism,65948,3447039,242915,25421566,3.683432,71222,92.6
2023-08-21 00:00:00.000,Polygon,78164,6143791,337958,36376787,4.323704,86851,90
2023-08-28 00:00:00.000,Arbitrum,83587,6467523,332838,27396958,3.981935,91650,91.2
2023-08-28 00:00:00.000,Avalanche,7058,73419,18826,178987,2.667328,9264,76.19
2023-08-28 00:00:00.000,BSC,37226,1343403,76886,2678414,2.065384,40292,92.39
2023-08-28 00:00:00.000,Base,24887,116798,57559,311269,2.312814,48981,50.81
2023-08-28 00:00:00.000,Optimism,55300,3502339,246984,25668550,4.466257,65948,83.85
2023-08-28 00:00:00.000,Polygon,73647,6217438,302811,36679598,4.111654,78164,94.22
2023-09-04 00:00:00.000,Arbitrum,83273,6550796,286732,27683690,3.443277,83587,99.62
2023-09-04 00:00:00.000,Avalanche,5743,79162,11570,190557,2.014627,7058,81.37
2023-09-04 00:00:00.000,BSC,34692,1378095,68546,2746960,1.975845,37226,93.19
2023-09-04 00:00:00.000,Base,19118,135916,47971,359240,2.509206,24887,76.82
2023-09-04 00:00:00.000,Optimism,49208,3551547,246278,25914828,5.004837,55300,88.98
2023-09-04 00:00:00.000,Polygon,68594,6286032,282881,36962479,4.12399,73647,93.14
2023-09-11 00:00:00.000,Arbitrum,73834,6624630,370555,28054245,5.018758,83273,88.67
2023-09-11 00:00:00.000,Avalanche,4608,83770,10546,201103,2.288628,5743,80.24
2023-09-11 00:00:00.000,BSC,36330,1414425,77082,2824042,2.121718,34692,104.72
2023-09-11 00:00:00.000,Base,23157,159073,56353,415593,2.433519,19118,121.13
2023-09-11 00:00:00.000,Optimism,51636,3603183,274338,26189166,5.312921,49208,104.93
2023-09-11 00:00:00.000,Polygon,62663,6348695,301653,37264132,4.813893,68594,91.35
2023-09-18 00:00:00.000,Arbitrum,74067,6698697,312044,28366289,4.212996,73834,100.32
2023-09-18 00:00:00.000,Avalanche,5108,88878,11243,212346,2.201057,4608,110.85
2023-09-18 00:00:00.000,BSC,36285,1450710,77737,2901779,2.1424,36330,99.88
2023-09-18 00:00:00.000,Base,22974,182047,63327,478920,2.756464,23157,99.21
2023-09-18 00:00:00.000,Optimism,52944,3656127,236102,26425268,4.459467,51636,102.53
2023-09-18 00:00:00.000,Polygon,64749,6413444,288650,37552782,4.457984,62663,103.33
2023-09-25 00:00:00.000,Arbitrum,81577,6780274,339669,28705958,4.163784,74067,110.14
2023-09-25 00:00:00.000,Avalanche,4408,93286,11167,223513,2.533348,5108,86.3
2023-09-25 00:00:00.000,BSC,34765,1485475,92892,2994671,2.671998,36285,95.81
2023-09-25 00:00:00.000,Base,27181,209228,69201,548121,2.545933,22974,118.31
2023-09-25 00:00:00.000,Optimism,71590,3727717,250803,26676071,3.503324,52944,135.22
2023-09-25 00:00:00.000,Polygon,62463,6475907,317519,37870301,5.083313,64749,96.47
2023-10-02 00:00:00.000,Arbitrum,81950,6862224,353061,29059019,4.308249,81577,100.46
2023-10-02 00:00:00.000,Avalanche,5050,98336,27394,250907,5.424554,4408,114.56
2023-10-02 00:00:00.000,BSC,41867,1527342,112285,3106956,2.681945,34765,120.43
2023-10-02 00:00:00.000,Base,24849,234077,71867,619988,2.892149,27181,91.42
2023-10-02 00:00:00.000,Optimism,41239,3768956,204661,26880732,4.962802,71590,57.6
2023-10-02 00:00:00.000,Polygon,65157,6541064,359259,38229560,5.513744,62463,104.31
2023-10-09 00:00:00.000,Arbitrum,69896,6932120,294003,29353022,4.206292,81950,85.29
2023-10-09 00:00:00.000,Avalanche,3916,102252,9789,260696,2.499745,5050,77.54
2023-10-09 00:00:00.000,BSC,31351,1558693,96967,3203923,3.092948,41867,74.88
2023-10-09 00:00:00.000,Base,27907,261984,75796,695784,2.716021,24849,112.31
2023-10-09 00:00:00.000,Optimism,39459,3808415,168580,27049312,4.272283,41239,95.68
2023-10-09 00:00:00.000,Polygon,65396,6606460,298687,38528247,4.567359,65157,100.37
2023-10-16 00:00:00.000,Arbitrum,67624,6999744,336453,29689475,4.975349,69896,96.75
2023-10-16 00:00:00.000,Avalanche,3799,106051,12899,273595,3.395367,3916,97.01
2023-10-16 00:00:00.000,BSC,31045,1589738,96168,3300091,3.097697,31351,99.02
2023-10-16 00:00:00.000,Base,32106,294090,86489,782273,2.693858,27907,115.05
2023-10-16 00:00:00.000,Optimism,43458,3851873,185046,27234358,4.258042,39459,110.13
2023-10-16 00:00:00.000,Polygon,72598,6679058,458799,38987046,6.31972,65396,111.01
2023-10-23 00:00:00.000,Arbitrum,136401,7136145,680987,30370462,4.992537,67624,201.71
2023-10-23 00:00:00.000,Avalanche,4591,110642,35450,309045,7.721629,3799,120.85
2023-10-23 00:00:00.000,BSC,32246,1621984,132326,3432417,4.103641,31045,103.87
2023-10-23 00:00:00.000,Base,30230,324320,80003,862276,2.646477,32106,94.16
2023-10-23 00:00:00.000,Optimism,36366,3888239,229532,27463890,6.31172,43458,83.68
2023-10-23 00:00:00.000,Polygon,70124,6749182,580956,39568002,8.284696,72598,96.59
2023-10-30 00:00:00.000,Arbitrum,104611,7240756,629436,30999898,6.01692,136401,76.69
2023-10-30 00:00:00.000,Avalanche,4770,115412,37814,346859,7.927463,4591,103.9
2023-10-30 00:00:00.000,BSC,36409,1658393,128498,3560915,3.529292,32246,112.91
2023-10-30 00:00:00.000,Base,25242,349562,64392,926668,2.550986,30230,83.5
2023-10-30 00:00:00.000,Optimism,42874,3931113,205657,27669547,4.796777,36366,117.9
2023-10-30 00:00:00.000,Polygon,79166,6828348,578367,40146369,7.30575,70124,112.89
2023-11-06 00:00:00.000,Arbitrum,144780,7385536,729800,31729698,5.040751,104611,138.4
2023-11-06 00:00:00.000,Avalanche,5887,121299,80030,426889,13.59436,4770,123.42
2023-11-06 00:00:00.000,BSC,40042,1698435,153606,3714521,3.836122,36409,109.98
2023-11-06 00:00:00.000,Base,19835,369397,50427,977095,2.542324,25242,78.58
2023-11-06 00:00:00.000,Optimism,43115,3974228,246179,27915726,5.709823,42874,100.56
2023-11-06 00:00:00.000,Polygon,73816,6902164,705092,40851461,9.552021,79166,93.24
2023-11-13 00:00:00.000,Arbitrum,81584,7467120,607926,32337624,7.451535,144780,56.35
2023-11-13 00:00:00.000,Avalanche,8946,130245,95663,522552,10.693383,5887,151.96
2023-11-13 00:00:00.000,BSC,47899,1746334,178223,3892744,3.720808,40042,119.62
2023-11-13 00:00:00.000,Base,20502,389899,60759,1037854,2.963565,19835,103.36
2023-11-13 00:00:00.000,Optimism,36972,4011200,255634,28171360,6.914259,43115,85.75
2023-11-13 00:00:00.000,Polygon,81290,6983454,798003,41649464,9.816743,73816,110.13
2023-11-20 00:00:00.000,Arbitrum,78836,7545956,479301,32816925,6.079722,81584,96.63
2023-11-20 00:00:00.000,Avalanche,8954,139199,27300,549852,3.048917,8946,100.09
2023-11-20 00:00:00.000,BSC,50563,1796897,186042,4078786,3.67941,47899,105.56
2023-11-20 00:00:00.000,Base,21258,411157,61517,1099371,2.893828,20502,103.69
2023-11-20 00:00:00.000,Optimism,38762,4049962,213482,28384842,5.507507,36972,104.84
2023-11-20 00:00:00.000,Polygon,86616,7070070,585051,42234515,6.754537,81290,106.55
2023-11-27 00:00:00.000,Arbitrum,78706,7624662,391152,33208077,4.969786,78836,99.84
2023-11-27 00:00:00.000,Avalanche,10302,149501,31437,581289,3.051543,8954,115.05
2023-11-27 00:00:00.000,BSC,50553,1847450,143136,4221922,2.831405,50563,99.98
2023-11-27 00:00:00.000,Base,20192,431349,52630,1152001,2.606478,21258,94.99
2023-11-27 00:00:00.000,Optimism,43877,4093839,170886,28555728,3.89466,38762,113.2
2023-11-27 00:00:00.000,Polygon,83272,7153342,500471,42734986,6.010075,86616,96.14
2023-12-04 00:00:00.000,Arbitrum,86701,7711363,598201,33806278,6.899586,78706,110.16
2023-12-04 00:00:00.000,Avalanche,11566,161067,53831,635120,4.654245,10302,112.27
2023-12-04 00:00:00.000,BSC,91458,1938908,215310,4437232,2.354195,50553,180.92
2023-12-04 00:00:00.000,Base,21665,453014,60439,1212440,2.789707,20192,107.3
2023-12-04 00:00:00.000,Optimism,45463,4139302,261971,28817699,5.76229,43877,103.61
2023-12-04 00:00:00.000,Polygon,89983,7243325,664139,43399125,7.380716,83272,108.06
2023-12-11 00:00:00.000,Arbitrum,76589,7787952,573378,34379656,7.486428,86701,88.34
2023-12-11 00:00:00.000,Avalanche,10889,171956,48973,684093,4.497475,11566,94.15
2023-12-11 00:00:00.000,BSC,72891,2011799,217127,4654359,2.97879,91458,79.7
2023-12-11 00:00:00.000,Base,23836,476850,80212,1292652,3.365162,21665,110.02
2023-12-11 00:00:00.000,Optimism,40312,4179614,257387,29075086,6.384873,45463,88.67
2023-12-11 00:00:00.000,Polygon,93147,7336472,593644,43992769,6.373195,89983,103.52
2023-12-18 00:00:00.000,Arbitrum,97380,7885332,709631,35089287,7.287236,76589,127.15
2023-12-18 00:00:00.000,Avalanche,7219,179175,21427,705520,2.96814,10889,66.3
2023-12-18 00:00:00.000,BSC,73548,2085347,211262,4865621,2.872437,72891,100.9
2023-12-18 00:00:00.000,Base,25495,502345,76768,1369420,3.0111,23836,106.96
2023-12-18 00:00:00.000,Optimism,44231,4223845,314060,29389146,7.10045,40312,109.72
2023-12-18 00:00:00.000,Polygon,106750,7443222,685560,44678329,6.422108,93147,114.6
2023-12-25 00:00:00.000,Arbitrum,108983,7994315,839327,35928614,7.701449,97380,111.92
2023-12-25 00:00:00.000,Avalanche,12032,191207,47345,752865,3.934924,7219,166.67
2023-12-25 00:00:00.000,BSC,81721,2167068,238634,5104255,2.920106,73548,111.11
2023-12-25 00:00:00.000,Base,29138,531483,84060,1453480,2.884893,25495,114.29
2023-12-25 00:00:00.000,Optimism,52620,4276465,345391,29734537,6.563873,44231,118.97
2023-12-25 00:00:00.000,Polygon,111184,7554406,863897,45542226,7.769976,106750,104.15
2024-01-01 00:00:00.000,Arbitrum,102448,8096763,1050178,36978792,10.250839,108983,94
2024-01-01 00:00:00.000,Avalanche,9806,201013,44896,797761,4.578421,12032,81.5
2024-01-01 00:00:00.000,BSC,68397,2235465,252695,5356950,3.694533,81721,83.7
2024-01-01 00:00:00.000,Base,26492,557975,77146,1530626,2.912049,29138,90.92
2024-01-01 00:00:00.000,Optimism,48411,4324876,312969,30047506,6.464832,52620,92
2024-01-01 00:00:00.000,Polygon,103541,7657947,710826,46253052,6.865165,111184,93.13
2024-01-08 00:00:00.000,Arbitrum,104248,8201011,1155906,38134698,11.08804,102448,101.76
2024-01-08 00:00:00.000,Avalanche,8971,209984,49265,847026,5.491584,9806,91.48
2024-01-08 00:00:00.000,BSC,71936,2307401,286389,5643339,3.981164,68397,105.17
2024-01-08 00:00:00.000,Base,26310,584285,97705,1628331,3.713607,26492,99.31
2024-01-08 00:00:00.000,Optimism,47449,4372325,355736,30403242,7.497229,48411,98.01
2024-01-08 00:00:00.000,Polygon,103987,7761934,896904,47149956,8.625155,103541,100.43
2024-01-15 00:00:00.000,Arbitrum,101175,8302186,611522,38746220,6.044201,104248,97.05
2024-01-15 00:00:00.000,Avalanche,8388,218372,28297,875323,3.37351,8971,93.5
2024-01-15 00:00:00.000,BSC,79331,2386732,230747,5874086,2.908661,71936,110.28
2024-01-15 00:00:00.000,Base,25740,610025,68336,1696667,2.654856,26310,97.83
2024-01-15 00:00:00.000,Optimism,42791,4415116,205387,30608629,4.799771,47449,90.18
2024-01-15 00:00:00.000,Polygon,102431,7864365,631259,47781215,6.162773,103987,98.5
﻿
