CHAIN,WEEK,DEX,UNIQUE_USERS,SWAP_VOLUME
BSC,2022-08-01 00:00:00.000,sushiswap,3373,161936.53
BSC,2022-08-01 00:00:00.000,hashflow,1413,"null"
BSC,2022-08-01 00:00:00.000,pancakeswap,777237,473145432.42
BSC,2022-08-01 00:00:00.000,biswap,31456,88616918.71
BSC,2022-08-01 00:00:00.000,dodo,6200,195155.11
Optimism,2022-08-01 00:00:00.000,beethoven-x,1273,1833533.91
Optimism,2022-08-01 00:00:00.000,kyberswap,229,32.48
Optimism,2022-08-01 00:00:00.000,curve,1166,30379.47
Optimism,2022-08-01 00:00:00.000,velodrome,9930,52567372.88
Optimism,2022-08-01 00:00:00.000,sushiswap,168,59118.28
Optimism,2022-08-01 00:00:00.000,uniswap,21224,95068435.36
Optimism,2022-08-01 00:00:00.000,synthetix,536,"null"
Optimism,2022-08-01 00:00:00.000,hashflow,2192,"null"
Polygon,2022-08-01 00:00:00.000,dodo,9111,18914535.73
Polygon,2022-08-01 00:00:00.000,kyberswap,16927,3973035
Polygon,2022-08-01 00:00:00.000,quickswap,90554,109565351.13
Polygon,2022-08-01 00:00:00.000,balancer,11520,13472744.5
Polygon,2022-08-01 00:00:00.000,curve,2730,6159355.44
Polygon,2022-08-01 00:00:00.000,sushiswap,21992,15202446.44
Polygon,2022-08-01 00:00:00.000,uniswap,53515,497818380.76
Polygon,2022-08-01 00:00:00.000,fraxswap,306,1592072.69
Polygon,2022-08-01 00:00:00.000,woofi,539,1971710.69
Polygon,2022-08-01 00:00:00.000,hashflow,2789,4658685.56
Arbitrum,2022-08-08 00:00:00.000,fraxswap,69,1204682.87
Arbitrum,2022-08-08 00:00:00.000,hashflow,1521,"null"
Arbitrum,2022-08-08 00:00:00.000,uniswap,19165,57886915.08
Arbitrum,2022-08-08 00:00:00.000,gmx,3011,4334478.59
Arbitrum,2022-08-08 00:00:00.000,kyberswap,685,"null"
Arbitrum,2022-08-08 00:00:00.000,balancer,4693,5311281.88
Arbitrum,2022-08-08 00:00:00.000,dodo,1393,25711.56
Arbitrum,2022-08-08 00:00:00.000,sushiswap,12829,103952083.96
Arbitrum,2022-08-08 00:00:00.000,curve,4530,4272932.09
Avalanche,2022-08-08 00:00:00.000,fraxswap,66,1347869.01
Avalanche,2022-08-08 00:00:00.000,woofi,1113,32981363.95
Avalanche,2022-08-08 00:00:00.000,pangolin,7247,25476194.33
Avalanche,2022-08-08 00:00:00.000,sushiswap,3428,4566439.8
Avalanche,2022-08-08 00:00:00.000,curve,1882,18038303.76
Avalanche,2022-08-08 00:00:00.000,kyberswap,1519,6739204.84
Avalanche,2022-08-08 00:00:00.000,trader joe,39778,152546512
Avalanche,2022-08-08 00:00:00.000,platypus,2142,53223272.13
Avalanche,2022-08-08 00:00:00.000,gmx,705,29986709.08
Avalanche,2022-08-08 00:00:00.000,hashflow,788,18695078.9
BSC,2022-08-08 00:00:00.000,woofi,2385,518.18
BSC,2022-08-08 00:00:00.000,pancakeswap,787099,566859092.37
BSC,2022-08-08 00:00:00.000,sushiswap,3218,208585.06
BSC,2022-08-08 00:00:00.000,hashflow,1793,"null"
BSC,2022-08-08 00:00:00.000,kyberswap,1281,633467.97
BSC,2022-08-08 00:00:00.000,biswap,30404,76840030.01
BSC,2022-08-08 00:00:00.000,dodo,6774,85740.41
Optimism,2022-08-08 00:00:00.000,velodrome,9447,40468641.4
Optimism,2022-08-08 00:00:00.000,hashflow,592,"null"
Optimism,2022-08-08 00:00:00.000,kyberswap,726,58.32
Optimism,2022-08-08 00:00:00.000,uniswap,18248,72080637.13
Optimism,2022-08-08 00:00:00.000,sushiswap,226,42983.45
Optimism,2022-08-08 00:00:00.000,beethoven-x,1133,786570.52
Optimism,2022-08-08 00:00:00.000,synthetix,629,"null"
Optimism,2022-08-08 00:00:00.000,dodo,1,"null"
Optimism,2022-08-08 00:00:00.000,curve,978,100344.78
Polygon,2022-08-08 00:00:00.000,hashflow,1876,13668904.92
Polygon,2022-08-08 00:00:00.000,balancer,14825,21261416.07
Polygon,2022-08-08 00:00:00.000,sushiswap,21618,15056768
Polygon,2022-08-08 00:00:00.000,quickswap,82712,120729741.76
Polygon,2022-08-08 00:00:00.000,curve,2641,7432749.38
Polygon,2022-08-08 00:00:00.000,kyberswap,19998,25638742.34
Polygon,2022-08-08 00:00:00.000,dodo,10288,26672935
Polygon,2022-08-08 00:00:00.000,uniswap,60203,597700718.37
Polygon,2022-08-08 00:00:00.000,woofi,1205,7961564.26
Polygon,2022-08-08 00:00:00.000,fraxswap,4626,1684908.19
Arbitrum,2022-08-15 00:00:00.000,sushiswap,8728,56907570.81
Arbitrum,2022-08-15 00:00:00.000,fraxswap,74,1553958.44
Arbitrum,2022-08-15 00:00:00.000,gmx,2683,2553695.23
Arbitrum,2022-08-15 00:00:00.000,hashflow,1328,"null"
Arbitrum,2022-08-15 00:00:00.000,uniswap,14908,41021119.21
Arbitrum,2022-08-15 00:00:00.000,balancer,6632,3763170.55
Arbitrum,2022-08-15 00:00:00.000,curve,1388,2723619.12
Arbitrum,2022-08-15 00:00:00.000,dodo,1001,34445.69
Arbitrum,2022-08-15 00:00:00.000,kyberswap,701,"null"
Avalanche,2022-08-15 00:00:00.000,kyberswap,1330,7466465.52
Avalanche,2022-08-15 00:00:00.000,sushiswap,3757,4794431.89
Avalanche,2022-08-15 00:00:00.000,hashflow,849,15243538.18
Avalanche,2022-08-15 00:00:00.000,pangolin,6736,23513046.65
Avalanche,2022-08-15 00:00:00.000,woofi,1885,34271127.03
Avalanche,2022-08-15 00:00:00.000,platypus,1925,73954874.62
Avalanche,2022-08-15 00:00:00.000,fraxswap,130,1305897.38
Avalanche,2022-08-15 00:00:00.000,curve,1672,14236619.33
Avalanche,2022-08-15 00:00:00.000,gmx,642,38310344.46
Avalanche,2022-08-15 00:00:00.000,trader joe,37633,132860106.1
BSC,2022-08-15 00:00:00.000,biswap,23735,69046406.01
BSC,2022-08-15 00:00:00.000,woofi,2369,4233.02
BSC,2022-08-15 00:00:00.000,pancakeswap,720542,475615609.93
BSC,2022-08-15 00:00:00.000,kyberswap,738,1574520.87
BSC,2022-08-15 00:00:00.000,hashflow,1656,"null"
BSC,2022-08-15 00:00:00.000,sushiswap,4633,145791.56
BSC,2022-08-15 00:00:00.000,dodo,6783,68404.1
Optimism,2022-08-15 00:00:00.000,hashflow,305,"null"
Optimism,2022-08-15 00:00:00.000,dodo,1,"null"
Optimism,2022-08-15 00:00:00.000,sushiswap,370,38488
Optimism,2022-08-15 00:00:00.000,velodrome,15967,33695395.76
Optimism,2022-08-15 00:00:00.000,synthetix,482,"null"
Optimism,2022-08-15 00:00:00.000,uniswap,20683,69104122.54
Optimism,2022-08-15 00:00:00.000,beethoven-x,1033,832097.37
Optimism,2022-08-15 00:00:00.000,kyberswap,737,471.09
Optimism,2022-08-15 00:00:00.000,curve,1126,176827.49
Polygon,2022-08-15 00:00:00.000,quickswap,80257,97745098.59
Polygon,2022-08-15 00:00:00.000,dodo,41431,31992018.15
Polygon,2022-08-15 00:00:00.000,curve,2636,6248398.84
Polygon,2022-08-15 00:00:00.000,balancer,12207,15155353.45
Polygon,2022-08-15 00:00:00.000,kyberswap,18557,27856251.55
Polygon,2022-08-15 00:00:00.000,sushiswap,22751,12884403.78
Polygon,2022-08-15 00:00:00.000,uniswap,65184,716472369.37
Polygon,2022-08-15 00:00:00.000,fraxswap,456,1990827.94
Polygon,2022-08-15 00:00:00.000,woofi,1448,11922737.11
Polygon,2022-08-15 00:00:00.000,hashflow,1985,17278196.2
Arbitrum,2022-08-22 00:00:00.000,kyberswap,369,"null"
Arbitrum,2022-08-22 00:00:00.000,curve,4992,3539064.04
Arbitrum,2022-08-22 00:00:00.000,sushiswap,21285,45860838.04
Arbitrum,2022-08-22 00:00:00.000,hashflow,1568,"null"
Arbitrum,2022-08-22 00:00:00.000,gmx,5435,3040001.66
Arbitrum,2022-08-22 00:00:00.000,dodo,2494,47202.45
Arbitrum,2022-08-22 00:00:00.000,fraxswap,60,1067251
Arbitrum,2022-08-22 00:00:00.000,uniswap,24182,37613106.97
Arbitrum,2022-08-22 00:00:00.000,balancer,8932,3186855.87
Avalanche,2022-08-22 00:00:00.000,fraxswap,111,854628
Avalanche,2022-08-22 00:00:00.000,gmx,686,20169510.88
Avalanche,2022-08-22 00:00:00.000,hashflow,743,22626847.34
Avalanche,2022-08-22 00:00:00.000,platypus,1673,72363684.16
Avalanche,2022-08-22 00:00:00.000,curve,1573,20331511.62
Avalanche,2022-08-22 00:00:00.000,kyberswap,1071,8095373.89
Avalanche,2022-08-22 00:00:00.000,pangolin,6186,19990052.9
Avalanche,2022-08-22 00:00:00.000,trader joe,32225,105710605.33
Avalanche,2022-08-22 00:00:00.000,sushiswap,3587,4949502.75
Avalanche,2022-08-22 00:00:00.000,woofi,1096,21625957.38
BSC,2022-08-22 00:00:00.000,dodo,6285,52809.98
BSC,2022-08-22 00:00:00.000,hashflow,1987,"null"
BSC,2022-08-22 00:00:00.000,woofi,2409,617.85
BSC,2022-08-22 00:00:00.000,pancakeswap,670421,491277169.24
BSC,2022-08-22 00:00:00.000,sushiswap,2497,115414.83
BSC,2022-08-22 00:00:00.000,kyberswap,698,1212417.9
BSC,2022-08-22 00:00:00.000,biswap,20758,38300007.22
Optimism,2022-08-22 00:00:00.000,synthetix,385,"null"
Optimism,2022-08-22 00:00:00.000,hashflow,310,"null"
Optimism,2022-08-22 00:00:00.000,uniswap,13617,56345636.17
Optimism,2022-08-22 00:00:00.000,beethoven-x,835,329368.52
Optimism,2022-08-22 00:00:00.000,curve,700,936860.68
Optimism,2022-08-22 00:00:00.000,kyberswap,979,167.79
Optimism,2022-08-22 00:00:00.000,sushiswap,311,13624.65
Optimism,2022-08-22 00:00:00.000,velodrome,9299,24702219.93
Polygon,2022-08-22 00:00:00.000,quickswap,67428,77560831.59
Polygon,2022-08-22 00:00:00.000,uniswap,57560,595809229.96
Polygon,2022-08-22 00:00:00.000,curve,2362,5892337.85
Polygon,2022-08-22 00:00:00.000,hashflow,1642,11295185.34
Polygon,2022-08-22 00:00:00.000,fraxswap,390,1152541.71
Polygon,2022-08-22 00:00:00.000,dodo,97243,28819977.96
Polygon,2022-08-22 00:00:00.000,balancer,12345,13035187.93
Polygon,2022-08-22 00:00:00.000,kyberswap,14019,22229866.26
Polygon,2022-08-22 00:00:00.000,sushiswap,19466,11456805.77
Polygon,2022-08-22 00:00:00.000,woofi,1001,11478666.39
Arbitrum,2022-08-29 00:00:00.000,sushiswap,43122,39342761.89
Arbitrum,2022-08-29 00:00:00.000,kyberswap,688,"null"
Arbitrum,2022-08-29 00:00:00.000,fraxswap,128,903324.22
Arbitrum,2022-08-29 00:00:00.000,curve,1492,2025509.72
Arbitrum,2022-08-29 00:00:00.000,uniswap,48478,41301281.84
Arbitrum,2022-08-29 00:00:00.000,balancer,10160,2667383.91
Arbitrum,2022-08-29 00:00:00.000,hashflow,2196,"null"
Arbitrum,2022-08-29 00:00:00.000,dodo,2226,32138.28
Arbitrum,2022-08-29 00:00:00.000,gmx,6892,1998230.55
Avalanche,2022-08-29 00:00:00.000,gmx,685,23448815.81
Avalanche,2022-08-29 00:00:00.000,platypus,1740,58144597.38
Avalanche,2022-08-29 00:00:00.000,pangolin,5803,16356477.46
Avalanche,2022-08-29 00:00:00.000,trader joe,33659,87287362.04
Avalanche,2022-08-29 00:00:00.000,kyberswap,1237,11563308.89
Avalanche,2022-08-29 00:00:00.000,curve,1504,20900008.72
Avalanche,2022-08-29 00:00:00.000,woofi,999,18407844.33
Avalanche,2022-08-29 00:00:00.000,hashflow,474,18360523.78
Avalanche,2022-08-29 00:00:00.000,sushiswap,3360,3081433.11
Avalanche,2022-08-29 00:00:00.000,fraxswap,76,757145.17
BSC,2022-08-29 00:00:00.000,dodo,5892,42423.26
BSC,2022-08-29 00:00:00.000,kyberswap,641,560808.9
BSC,2022-08-29 00:00:00.000,biswap,21516,37564282.62
BSC,2022-08-29 00:00:00.000,sushiswap,2504,31341.9
BSC,2022-08-29 00:00:00.000,hashflow,1845,"null"
BSC,2022-08-29 00:00:00.000,pancakeswap,689704,481341352.9
BSC,2022-08-29 00:00:00.000,woofi,2571,1648.28
Optimism,2022-08-29 00:00:00.000,beethoven-x,870,1026754.87
Optimism,2022-08-29 00:00:00.000,uniswap,18272,58744940.37
Optimism,2022-08-29 00:00:00.000,kyberswap,856,83.44
Optimism,2022-08-29 00:00:00.000,synthetix,413,"null"
Optimism,2022-08-29 00:00:00.000,curve,881,1083771.71
Optimism,2022-08-29 00:00:00.000,sushiswap,331,22144.88
Optimism,2022-08-29 00:00:00.000,hashflow,420,"null"
Optimism,2022-08-29 00:00:00.000,velodrome,11552,17751848.16
Polygon,2022-08-29 00:00:00.000,hashflow,1427,12114554.11
Polygon,2022-08-29 00:00:00.000,quickswap,77560,75867826.92
Polygon,2022-08-29 00:00:00.000,sushiswap,33841,10481723.69
Polygon,2022-08-29 00:00:00.000,woofi,879,6684294.56
Polygon,2022-08-29 00:00:00.000,uniswap,56026,587166673.31
Polygon,2022-08-29 00:00:00.000,curve,2906,5979756.67
Polygon,2022-08-29 00:00:00.000,kyberswap,10347,26183687.95
Polygon,2022-08-29 00:00:00.000,balancer,11116,14839677
Polygon,2022-08-29 00:00:00.000,dodo,34392,21986861.8
Polygon,2022-08-29 00:00:00.000,fraxswap,343,971152.56
Arbitrum,2022-09-05 00:00:00.000,dodo,2022,29493.23
Arbitrum,2022-09-05 00:00:00.000,balancer,21888,5569298.53
Arbitrum,2022-09-05 00:00:00.000,fraxswap,176,1284374.93
Arbitrum,2022-09-05 00:00:00.000,uniswap,46094,44941876.8
Arbitrum,2022-09-05 00:00:00.000,curve,1859,2761022.56
Arbitrum,2022-09-05 00:00:00.000,sushiswap,37010,40771167.09
Arbitrum,2022-09-05 00:00:00.000,gmx,13391,22288560.91
Arbitrum,2022-09-05 00:00:00.000,hashflow,2337,"null"
Arbitrum,2022-09-05 00:00:00.000,kyberswap,1080,874
Avalanche,2022-09-05 00:00:00.000,woofi,1050,23449777.4
Avalanche,2022-09-05 00:00:00.000,fraxswap,75,908448.3
Avalanche,2022-09-05 00:00:00.000,pangolin,6244,16010675.06
Avalanche,2022-09-05 00:00:00.000,kyberswap,1233,16588220.73
Avalanche,2022-09-05 00:00:00.000,hashflow,355,10948605.42
Avalanche,2022-09-05 00:00:00.000,gmx,731,30487016.17
Avalanche,2022-09-05 00:00:00.000,sushiswap,3224,5093082.96
Avalanche,2022-09-05 00:00:00.000,trader joe,30385,79375798.95
Avalanche,2022-09-05 00:00:00.000,curve,1570,27428870.63
Avalanche,2022-09-05 00:00:00.000,platypus,1782,51380881.27
BSC,2022-09-05 00:00:00.000,woofi,2668,1193.36
BSC,2022-09-05 00:00:00.000,pancakeswap,774248,421419005.24
BSC,2022-09-05 00:00:00.000,sushiswap,3390,62196.56
BSC,2022-09-05 00:00:00.000,hashflow,2032,"null"
BSC,2022-09-05 00:00:00.000,kyberswap,818,903751.53
BSC,2022-09-05 00:00:00.000,biswap,23224,39764008.15
BSC,2022-09-05 00:00:00.000,dodo,6550,63489.15
Optimism,2022-09-05 00:00:00.000,sushiswap,523,26205.32
Optimism,2022-09-05 00:00:00.000,uniswap,13894,61630703.56
Optimism,2022-09-05 00:00:00.000,velodrome,7961,22549731.16
Optimism,2022-09-05 00:00:00.000,curve,745,4471118.79
Optimism,2022-09-05 00:00:00.000,beethoven-x,1109,822844.76
Optimism,2022-09-05 00:00:00.000,synthetix,702,"null"
Optimism,2022-09-05 00:00:00.000,hashflow,367,"null"
Optimism,2022-09-05 00:00:00.000,kyberswap,962,3579.32
Polygon,2022-09-05 00:00:00.000,sushiswap,19900,8918201.61
Polygon,2022-09-05 00:00:00.000,kyberswap,6164,22309649.42
Polygon,2022-09-05 00:00:00.000,fraxswap,371,1723684.6
Polygon,2022-09-05 00:00:00.000,quickswap,76193,75050760.95
Polygon,2022-09-05 00:00:00.000,hashflow,1278,7364447.68
Polygon,2022-09-05 00:00:00.000,curve,2917,10581287.25
Polygon,2022-09-05 00:00:00.000,uniswap,55661,608994301.33
Polygon,2022-09-05 00:00:00.000,woofi,896,13555166.16
Polygon,2022-09-05 00:00:00.000,balancer,7450,11483063.04
Polygon,2022-09-05 00:00:00.000,dodo,12443,31005792.05
Arbitrum,2022-09-12 00:00:00.000,sushiswap,23513,31212927.83
Arbitrum,2022-09-12 00:00:00.000,fraxswap,209,966138.06
Arbitrum,2022-09-12 00:00:00.000,kyberswap,1465,40824.44
Arbitrum,2022-09-12 00:00:00.000,curve,1809,5932044.91
Arbitrum,2022-09-12 00:00:00.000,gmx,5790,11109641.92
Arbitrum,2022-09-12 00:00:00.000,uniswap,40179,52014120.37
Arbitrum,2022-09-12 00:00:00.000,dodo,1423,100283.16
Arbitrum,2022-09-12 00:00:00.000,hashflow,2486,"null"
Arbitrum,2022-09-12 00:00:00.000,balancer,10991,3566972.49
Avalanche,2022-09-12 00:00:00.000,gmx,757,32558271.67
Avalanche,2022-09-12 00:00:00.000,fraxswap,108,683493.25
Avalanche,2022-09-12 00:00:00.000,platypus,1816,98572356.36
Avalanche,2022-09-12 00:00:00.000,woofi,1432,30753786.49
Avalanche,2022-09-12 00:00:00.000,pangolin,6703,27065581.11
Avalanche,2022-09-12 00:00:00.000,sushiswap,2879,3862841.85
Avalanche,2022-09-12 00:00:00.000,curve,1605,27119733.63
Avalanche,2022-09-12 00:00:00.000,trader joe,28986,113132208.11
Avalanche,2022-09-12 00:00:00.000,kyberswap,1238,19794354.31
Avalanche,2022-09-12 00:00:00.000,hashflow,411,31337134.35
BSC,2022-09-12 00:00:00.000,kyberswap,766,2366643.11
BSC,2022-09-12 00:00:00.000,sushiswap,2898,142883.12
BSC,2022-09-12 00:00:00.000,woofi,2729,15580.19
BSC,2022-09-12 00:00:00.000,pancakeswap,708797,422682405.51
BSC,2022-09-12 00:00:00.000,dodo,6213,67074.02
BSC,2022-09-12 00:00:00.000,hashflow,2070,"null"
BSC,2022-09-12 00:00:00.000,biswap,22026,45728166.53
Optimism,2022-09-12 00:00:00.000,uniswap,17489,56774857.41
Optimism,2022-09-12 00:00:00.000,beethoven-x,897,429015.68
Optimism,2022-09-12 00:00:00.000,curve,794,5814861.14
Optimism,2022-09-12 00:00:00.000,sushiswap,241,11178.19
Optimism,2022-09-12 00:00:00.000,kyberswap,669,38484.26
Optimism,2022-09-12 00:00:00.000,velodrome,7384,22145121.14
Optimism,2022-09-12 00:00:00.000,hashflow,279,"null"
Optimism,2022-09-12 00:00:00.000,synthetix,642,"null"
Polygon,2022-09-12 00:00:00.000,kyberswap,16498,29671475.78
Polygon,2022-09-12 00:00:00.000,fraxswap,7359,887676.25
Polygon,2022-09-12 00:00:00.000,sushiswap,22909,11752647.38
Polygon,2022-09-12 00:00:00.000,curve,4638,15707135.66
Polygon,2022-09-12 00:00:00.000,balancer,9140,16527126.49
Polygon,2022-09-12 00:00:00.000,hashflow,1456,6316382.48
Polygon,2022-09-12 00:00:00.000,woofi,1435,14491407.91
Polygon,2022-09-12 00:00:00.000,dodo,12429,27400484.27
Polygon,2022-09-12 00:00:00.000,quickswap,74157,95447991.39
Polygon,2022-09-12 00:00:00.000,uniswap,64049,762417641.64
Arbitrum,2022-09-19 00:00:00.000,sushiswap,22199,18741894.16
Arbitrum,2022-09-19 00:00:00.000,curve,3940,4913697.95
Arbitrum,2022-09-19 00:00:00.000,hashflow,3997,"null"
Arbitrum,2022-09-19 00:00:00.000,balancer,10791,2313613.14
Arbitrum,2022-09-19 00:00:00.000,fraxswap,2207,992406.23
Arbitrum,2022-09-19 00:00:00.000,gmx,8609,3635302.69
Arbitrum,2022-09-19 00:00:00.000,kyberswap,2325,9543.74
Arbitrum,2022-09-19 00:00:00.000,uniswap,38832,42561660.17
Arbitrum,2022-09-19 00:00:00.000,dodo,3281,160942.35
Avalanche,2022-09-19 00:00:00.000,woofi,1418,25044347.3
Avalanche,2022-09-19 00:00:00.000,hashflow,390,32853948.81
Avalanche,2022-09-19 00:00:00.000,curve,1375,18190712.38
Avalanche,2022-09-19 00:00:00.000,pangolin,5792,17167107.46
Avalanche,2022-09-19 00:00:00.000,trader joe,26809,73248252.89
Avalanche,2022-09-19 00:00:00.000,gmx,669,16913537.02
Avalanche,2022-09-19 00:00:00.000,sushiswap,2707,4761483.56
Avalanche,2022-09-19 00:00:00.000,kyberswap,1204,15908332.29
Avalanche,2022-09-19 00:00:00.000,platypus,1791,33580007.56
Avalanche,2022-09-19 00:00:00.000,fraxswap,112,335508.16
BSC,2022-09-19 00:00:00.000,biswap,20277,49236865.5
BSC,2022-09-19 00:00:00.000,hashflow,1737,"null"
BSC,2022-09-19 00:00:00.000,pancakeswap,636773,367550241.6
BSC,2022-09-19 00:00:00.000,kyberswap,1198,993326.41
BSC,2022-09-19 00:00:00.000,sushiswap,3005,85401.3
BSC,2022-09-19 00:00:00.000,woofi,2539,429.12
BSC,2022-09-19 00:00:00.000,dodo,5529,63036.53
Optimism,2022-09-19 00:00:00.000,hashflow,454,"null"
Optimism,2022-09-19 00:00:00.000,synthetix,4325,"null"
Optimism,2022-09-19 00:00:00.000,beethoven-x,1307,400911.3
Optimism,2022-09-19 00:00:00.000,kyberswap,952,8528.2
Optimism,2022-09-19 00:00:00.000,uniswap,34733,53070192.51
Optimism,2022-09-19 00:00:00.000,sushiswap,254,10938.07
Optimism,2022-09-19 00:00:00.000,velodrome,15016,9825829.36
Optimism,2022-09-19 00:00:00.000,curve,4594,1286157.14
Polygon,2022-09-19 00:00:00.000,dodo,15774,43647737.63
Polygon,2022-09-19 00:00:00.000,hashflow,2797,6543822.15
Polygon,2022-09-19 00:00:00.000,uniswap,56027,668067579.13
Polygon,2022-09-19 00:00:00.000,curve,6871,11932595
Polygon,2022-09-19 00:00:00.000,kyberswap,31182,41500046.11
Polygon,2022-09-19 00:00:00.000,sushiswap,20190,9026323.19
Polygon,2022-09-19 00:00:00.000,fraxswap,4496,636262.03
Polygon,2022-09-19 00:00:00.000,woofi,935,11558094.52
Polygon,2022-09-19 00:00:00.000,balancer,11033,8152342.12
Polygon,2022-09-19 00:00:00.000,quickswap,69691,80105921.9
Arbitrum,2022-09-26 00:00:00.000,hashflow,3947,"null"
Arbitrum,2022-09-26 00:00:00.000,gmx,9332,3080938.72
Arbitrum,2022-09-26 00:00:00.000,uniswap,35333,29684812.48
Arbitrum,2022-09-26 00:00:00.000,woofi,2,"null"
Arbitrum,2022-09-26 00:00:00.000,curve,4289,7149008.25
Arbitrum,2022-09-26 00:00:00.000,kyberswap,3353,3304.35
Arbitrum,2022-09-26 00:00:00.000,dodo,3223,255381.54
Arbitrum,2022-09-26 00:00:00.000,sushiswap,22456,16624299.69
Arbitrum,2022-09-26 00:00:00.000,balancer,11746,1472603.05
Arbitrum,2022-09-26 00:00:00.000,fraxswap,2661,516240.88
Avalanche,2022-09-26 00:00:00.000,fraxswap,84,161727.5
Avalanche,2022-09-26 00:00:00.000,platypus,2093,55478991.08
Avalanche,2022-09-26 00:00:00.000,kyberswap,2250,23254148.8
Avalanche,2022-09-26 00:00:00.000,curve,1312,17473146.68
Avalanche,2022-09-26 00:00:00.000,trader joe,30897,47137818.06
Avalanche,2022-09-26 00:00:00.000,sushiswap,2613,1603903.75
Avalanche,2022-09-26 00:00:00.000,hashflow,409,26804760.92
Avalanche,2022-09-26 00:00:00.000,pangolin,5635,11166102.1
Avalanche,2022-09-26 00:00:00.000,woofi,739,13083871.46
Avalanche,2022-09-26 00:00:00.000,gmx,584,11298141.51
BSC,2022-09-26 00:00:00.000,kyberswap,4436,945853.44
BSC,2022-09-26 00:00:00.000,pancakeswap,629816,314458120.88
BSC,2022-09-26 00:00:00.000,biswap,19834,45710800.48
BSC,2022-09-26 00:00:00.000,dodo,5360,168468.08
BSC,2022-09-26 00:00:00.000,hashflow,1709,"null"
BSC,2022-09-26 00:00:00.000,woofi,1936,49.68
BSC,2022-09-26 00:00:00.000,sushiswap,2589,57562.84
Optimism,2022-09-26 00:00:00.000,sushiswap,242,4265.54
Optimism,2022-09-26 00:00:00.000,beethoven-x,1789,814472.88
Optimism,2022-09-26 00:00:00.000,velodrome,19476,4777577.96
Optimism,2022-09-26 00:00:00.000,uniswap,33635,46725612.29
Optimism,2022-09-26 00:00:00.000,curve,2995,867214.54
Optimism,2022-09-26 00:00:00.000,hashflow,351,"null"
Optimism,2022-09-26 00:00:00.000,synthetix,2390,"null"
Optimism,2022-09-26 00:00:00.000,kyberswap,1638,3252.25
Polygon,2022-09-26 00:00:00.000,dodo,15719,31087505.01
Polygon,2022-09-26 00:00:00.000,balancer,11048,11474077.41
Polygon,2022-09-26 00:00:00.000,curve,10432,10639462.76
Polygon,2022-09-26 00:00:00.000,kyberswap,71937,40893631.83
Polygon,2022-09-26 00:00:00.000,sushiswap,22934,6174378.21
Polygon,2022-09-26 00:00:00.000,fraxswap,2493,279968.15
Polygon,2022-09-26 00:00:00.000,hashflow,2425,860700.03
Polygon,2022-09-26 00:00:00.000,quickswap,81353,61012493.55
Polygon,2022-09-26 00:00:00.000,woofi,786,9689324.66
Polygon,2022-09-26 00:00:00.000,uniswap,55638,595909152.7
Arbitrum,2022-10-03 00:00:00.000,dodo,3202,158790.16
Arbitrum,2022-10-03 00:00:00.000,kyberswap,3365,1267863.05
Arbitrum,2022-10-03 00:00:00.000,sushiswap,34237,19828300.68
Arbitrum,2022-10-03 00:00:00.000,curve,4531,3684617.04
Arbitrum,2022-10-03 00:00:00.000,woofi,1,1.33
Arbitrum,2022-10-03 00:00:00.000,uniswap,37110,98676064.04
Arbitrum,2022-10-03 00:00:00.000,hashflow,4086,"null"
Arbitrum,2022-10-03 00:00:00.000,gmx,7152,2042634.98
Arbitrum,2022-10-03 00:00:00.000,fraxswap,2434,415492.54
Arbitrum,2022-10-03 00:00:00.000,balancer,19905,2638882.11
Avalanche,2022-10-03 00:00:00.000,curve,1335,16388446.14
Avalanche,2022-10-03 00:00:00.000,woofi,653,10319198.3
Avalanche,2022-10-03 00:00:00.000,kyberswap,2433,21444908.3
Avalanche,2022-10-03 00:00:00.000,platypus,2049,73652278.14
Avalanche,2022-10-03 00:00:00.000,gmx,466,8935283.43
Avalanche,2022-10-03 00:00:00.000,hashflow,463,26729094.34
Avalanche,2022-10-03 00:00:00.000,fraxswap,45,87521.34
Avalanche,2022-10-03 00:00:00.000,sushiswap,2514,1700146.93
Avalanche,2022-10-03 00:00:00.000,pangolin,6153,15237595.1
Avalanche,2022-10-03 00:00:00.000,trader joe,24770,55889805.84
BSC,2022-10-03 00:00:00.000,kyberswap,5275,687339.23
BSC,2022-10-03 00:00:00.000,woofi,828,253.29
BSC,2022-10-03 00:00:00.000,sushiswap,1939,79206.49
BSC,2022-10-03 00:00:00.000,pancakeswap,593252,325605968.39
BSC,2022-10-03 00:00:00.000,hashflow,1348,"null"
BSC,2022-10-03 00:00:00.000,dodo,7560,55372.15
BSC,2022-10-03 00:00:00.000,biswap,19612,29062825.65
Optimism,2022-10-03 00:00:00.000,curve,1890,681002.2
Optimism,2022-10-03 00:00:00.000,velodrome,12524,2983767.91
Optimism,2022-10-03 00:00:00.000,kyberswap,1272,2448847.67
Optimism,2022-10-03 00:00:00.000,uniswap,32946,21482530.51
Optimism,2022-10-03 00:00:00.000,synthetix,1539,"null"
Optimism,2022-10-03 00:00:00.000,beethoven-x,2205,329442.75
Optimism,2022-10-03 00:00:00.000,sushiswap,335,6583.16
Optimism,2022-10-03 00:00:00.000,hashflow,358,"null"
Polygon,2022-10-03 00:00:00.000,woofi,672,5406606.91
Polygon,2022-10-03 00:00:00.000,dodo,12988,27132686.83
