CHAIN,WEEK,DEX,UNIQUE_USERS,SWAP_VOLUME
Optimism,2023-10-23 00:00:00.000,sushiswap,292,4383.8
Optimism,2023-10-23 00:00:00.000,woofi,3110,6728700.36
Polygon,2023-10-23 00:00:00.000,uniswap,70124,417696878.22
Polygon,2023-10-23 00:00:00.000,sushiswap,19963,3729762
Polygon,2023-10-23 00:00:00.000,curve,1789,11068369.38
Polygon,2023-10-23 00:00:00.000,kyberswap,3037,502764.89
Polygon,2023-10-23 00:00:00.000,fraxswap,177,352861.7
Polygon,2023-10-23 00:00:00.000,woofi,5860,17712056.01
Polygon,2023-10-23 00:00:00.000,hashflow,3539,445041.85
Polygon,2023-10-23 00:00:00.000,balancer,6293,6653510.4
Polygon,2023-10-23 00:00:00.000,dodo,3190,4496958.52
Polygon,2023-10-23 00:00:00.000,quickswap,45256,282423428.86
Arbitrum,2023-10-30 00:00:00.000,balancer,5339,33625661.35
Arbitrum,2023-10-30 00:00:00.000,hashflow,832,4787629.8
Arbitrum,2023-10-30 00:00:00.000,curve,1581,2763317.33
Arbitrum,2023-10-30 00:00:00.000,ramses-v2,5017,69119170.02
Arbitrum,2023-10-30 00:00:00.000,gmx,1470,47254684.97
Arbitrum,2023-10-30 00:00:00.000,trader joe,7384,89155308.62
Arbitrum,2023-10-30 00:00:00.000,fraxswap,267,459975.71
Arbitrum,2023-10-30 00:00:00.000,uniswap,104611,1540262825.35
Arbitrum,2023-10-30 00:00:00.000,kyberswap,6981,77005497.55
Arbitrum,2023-10-30 00:00:00.000,sushiswap,13847,10097049.37
Arbitrum,2023-10-30 00:00:00.000,zyberswap,2097,5435922.02
Arbitrum,2023-10-30 00:00:00.000,woofi,10066,61417700.41
Arbitrum,2023-10-30 00:00:00.000,camelot,18318,109080259.96
Arbitrum,2023-10-30 00:00:00.000,dodo,2324,130914.73
Arbitrum,2023-10-30 00:00:00.000,sparta,1855,1833138.33
Avalanche,2023-10-30 00:00:00.000,balancer,454,3476522.21
Avalanche,2023-10-30 00:00:00.000,pangolin,5691,5444412.7
Avalanche,2023-10-30 00:00:00.000,hashflow,227,318059.67
Avalanche,2023-10-30 00:00:00.000,curve,740,1229437.22
Avalanche,2023-10-30 00:00:00.000,gmx,714,12396144.43
Avalanche,2023-10-30 00:00:00.000,trader joe,27189,209892322.74
Avalanche,2023-10-30 00:00:00.000,fraxswap,112,294868.94
Avalanche,2023-10-30 00:00:00.000,uniswap,4770,20636120.51
Avalanche,2023-10-30 00:00:00.000,kyberswap,1122,854133.34
Avalanche,2023-10-30 00:00:00.000,sushiswap,2419,49338.88
Avalanche,2023-10-30 00:00:00.000,woofi,4884,36147976.34
BSC,2023-10-30 00:00:00.000,hashflow,1152,103076.4
BSC,2023-10-30 00:00:00.000,trader joe,1889,69748.71
BSC,2023-10-30 00:00:00.000,fraxswap,49,163441.61
BSC,2023-10-30 00:00:00.000,level-finance,2,5651.33
BSC,2023-10-30 00:00:00.000,uniswap,36409,27314308.24
BSC,2023-10-30 00:00:00.000,kyberswap,210,19764.95
BSC,2023-10-30 00:00:00.000,pancakeswap,535834,524861073.63
BSC,2023-10-30 00:00:00.000,sushiswap,5846,45125.69
BSC,2023-10-30 00:00:00.000,woofi,4795,5695088.8
BSC,2023-10-30 00:00:00.000,biswap,13478,14838990.41
BSC,2023-10-30 00:00:00.000,dodo,5322,113312.69
Base,2023-10-30 00:00:00.000,balancer,2996,7770849.26
Base,2023-10-30 00:00:00.000,curve,872,2636601.13
Base,2023-10-30 00:00:00.000,baseswap,9617,1400100.76
Base,2023-10-30 00:00:00.000,uniswap,25242,48939580.27
Base,2023-10-30 00:00:00.000,maverick,14528,14961677.39
Base,2023-10-30 00:00:00.000,voodoo,454,1413781.49
Base,2023-10-30 00:00:00.000,sushiswap,6146,7904406.63
Base,2023-10-30 00:00:00.000,dackieswap,2856,2838121.96
Base,2023-10-30 00:00:00.000,aerodrome,7442,8634507
Base,2023-10-30 00:00:00.000,woofi,4238,3612271.94
Base,2023-10-30 00:00:00.000,swapbased,3352,262550.9
Base,2023-10-30 00:00:00.000,alienbase,2521,418905.51
Optimism,2023-10-30 00:00:00.000,curve,2493,2990949.21
Optimism,2023-10-30 00:00:00.000,fraxswap,124,73604.65
Optimism,2023-10-30 00:00:00.000,velodrome,15436,21158003.23
Optimism,2023-10-30 00:00:00.000,synthetix,96,"null"
Optimism,2023-10-30 00:00:00.000,kyberswap,258,2186.18
Optimism,2023-10-30 00:00:00.000,uniswap,42874,175595505.2
Optimism,2023-10-30 00:00:00.000,sushiswap,331,5258.45
Optimism,2023-10-30 00:00:00.000,woofi,3195,7897118.81
Optimism,2023-10-30 00:00:00.000,beethoven-x,2101,10279904.92
Polygon,2023-10-30 00:00:00.000,balancer,6258,5762341.76
Polygon,2023-10-30 00:00:00.000,hashflow,3319,327839.73
Polygon,2023-10-30 00:00:00.000,curve,2013,7456883.39
Polygon,2023-10-30 00:00:00.000,fraxswap,218,389934.4
Polygon,2023-10-30 00:00:00.000,kyberswap,3263,506005.51
Polygon,2023-10-30 00:00:00.000,uniswap,79166,361080278.17
Polygon,2023-10-30 00:00:00.000,sushiswap,23472,3746685.73
Polygon,2023-10-30 00:00:00.000,quickswap,51167,207088082.23
Polygon,2023-10-30 00:00:00.000,woofi,7093,16939762.39
Polygon,2023-10-30 00:00:00.000,dodo,3729,4030074.51
Arbitrum,2023-11-06 00:00:00.000,woofi,23542,89395170.28
Arbitrum,2023-11-06 00:00:00.000,gmx,2069,92502176.87
Arbitrum,2023-11-06 00:00:00.000,zyberswap,2384,6246033.81
Arbitrum,2023-11-06 00:00:00.000,ramses-v2,6190,112381512.52
Arbitrum,2023-11-06 00:00:00.000,curve,1995,5337855.1
Arbitrum,2023-11-06 00:00:00.000,dodo,2751,164005.93
Arbitrum,2023-11-06 00:00:00.000,uniswap,144780,2065510820.22
Arbitrum,2023-11-06 00:00:00.000,trader joe,9990,162238053.46
Arbitrum,2023-11-06 00:00:00.000,camelot,21461,179935306.83
Arbitrum,2023-11-06 00:00:00.000,hashflow,733,5947108.83
Arbitrum,2023-11-06 00:00:00.000,sparta,2473,2057170.05
Arbitrum,2023-11-06 00:00:00.000,sushiswap,21686,15954257.12
Arbitrum,2023-11-06 00:00:00.000,balancer,12230,44206868.04
Arbitrum,2023-11-06 00:00:00.000,kyberswap,7312,88917354.8
Arbitrum,2023-11-06 00:00:00.000,fraxswap,273,657088.99
Avalanche,2023-11-06 00:00:00.000,woofi,4282,56897490.85
Avalanche,2023-11-06 00:00:00.000,kyberswap,1132,1329318.17
Avalanche,2023-11-06 00:00:00.000,gmx,547,7890043.79
Avalanche,2023-11-06 00:00:00.000,platypus,1,0.02
Avalanche,2023-11-06 00:00:00.000,curve,1118,3230114.52
Avalanche,2023-11-06 00:00:00.000,uniswap,5887,72163156.43
Avalanche,2023-11-06 00:00:00.000,trader joe,33167,399975565.76
Avalanche,2023-11-06 00:00:00.000,pangolin,6784,17596166.4
Avalanche,2023-11-06 00:00:00.000,hashflow,262,609540.82
Avalanche,2023-11-06 00:00:00.000,sushiswap,2747,105974.66
Avalanche,2023-11-06 00:00:00.000,balancer,476,4849328.04
Avalanche,2023-11-06 00:00:00.000,fraxswap,123,601416.93
BSC,2023-11-06 00:00:00.000,kyberswap,330,28550.99
BSC,2023-11-06 00:00:00.000,woofi,4671,11277831.56
BSC,2023-11-06 00:00:00.000,pancakeswap,545297,685367347.32
BSC,2023-11-06 00:00:00.000,dodo,5656,131857.29
BSC,2023-11-06 00:00:00.000,uniswap,40042,46090270.83
BSC,2023-11-06 00:00:00.000,level-finance,2,86085.38
BSC,2023-11-06 00:00:00.000,trader joe,2264,83866.37
BSC,2023-11-06 00:00:00.000,biswap,16895,16423338.18
BSC,2023-11-06 00:00:00.000,hashflow,3828,293537.35
BSC,2023-11-06 00:00:00.000,sushiswap,3697,39463.63
BSC,2023-11-06 00:00:00.000,fraxswap,84,332292.43
Base,2023-11-06 00:00:00.000,woofi,4399,3880258.59
Base,2023-11-06 00:00:00.000,dackieswap,1957,2114293.6
Base,2023-11-06 00:00:00.000,voodoo,1124,5993511.39
Base,2023-11-06 00:00:00.000,alienbase,2037,224892.55
Base,2023-11-06 00:00:00.000,curve,696,2097690.54
Base,2023-11-06 00:00:00.000,uniswap,19835,55662104.57
Base,2023-11-06 00:00:00.000,baseswap,7399,1384062.98
Base,2023-11-06 00:00:00.000,swapbased,2151,260698.77
Base,2023-11-06 00:00:00.000,aerodrome,6666,10649715.17
Base,2023-11-06 00:00:00.000,maverick,14453,15993632.05
Base,2023-11-06 00:00:00.000,sushiswap,5332,11505104.38
Base,2023-11-06 00:00:00.000,balancer,3167,8301033.05
Optimism,2023-11-06 00:00:00.000,fraxswap,141,100775.8
Optimism,2023-11-06 00:00:00.000,velodrome,19953,36422791.11
Optimism,2023-11-06 00:00:00.000,woofi,4956,11238589.1
Optimism,2023-11-06 00:00:00.000,kyberswap,263,3919.24
Optimism,2023-11-06 00:00:00.000,curve,2793,4282997.32
Optimism,2023-11-06 00:00:00.000,uniswap,43115,289633055.23
Optimism,2023-11-06 00:00:00.000,beethoven-x,3266,19313907.75
Optimism,2023-11-06 00:00:00.000,synthetix,126,"null"
Optimism,2023-11-06 00:00:00.000,sushiswap,501,7898.52
Polygon,2023-11-06 00:00:00.000,fraxswap,258,696113.98
Polygon,2023-11-06 00:00:00.000,quickswap,57251,338619225.1
Polygon,2023-11-06 00:00:00.000,woofi,6986,35804013.42
Polygon,2023-11-06 00:00:00.000,kyberswap,3880,932463.16
Polygon,2023-11-06 00:00:00.000,curve,1905,10444171.9
Polygon,2023-11-06 00:00:00.000,dodo,3744,8020644.1
Polygon,2023-11-06 00:00:00.000,uniswap,73816,619593315.45
Polygon,2023-11-06 00:00:00.000,hashflow,3574,537830.65
Polygon,2023-11-06 00:00:00.000,sushiswap,22091,6914076.85
Polygon,2023-11-06 00:00:00.000,balancer,7028,15043767.61
Arbitrum,2023-11-13 00:00:00.000,zyberswap,1942,4970466.2
Arbitrum,2023-11-13 00:00:00.000,sparta,1939,3044063.31
Arbitrum,2023-11-13 00:00:00.000,gmx,1593,74161626.18
Arbitrum,2023-11-13 00:00:00.000,curve,1875,1639116.45
Arbitrum,2023-11-13 00:00:00.000,fraxswap,253,834403.28
Arbitrum,2023-11-13 00:00:00.000,dodo,2206,235036.68
Arbitrum,2023-11-13 00:00:00.000,kyberswap,7234,69847225.66
Arbitrum,2023-11-13 00:00:00.000,woofi,12306,84842377.36
Arbitrum,2023-11-13 00:00:00.000,trader joe,8711,162173453.57
Arbitrum,2023-11-13 00:00:00.000,uniswap,81584,2244396232.77
Arbitrum,2023-11-13 00:00:00.000,hashflow,585,1807738.62
Arbitrum,2023-11-13 00:00:00.000,ramses-v2,5714,91987514.89
Arbitrum,2023-11-13 00:00:00.000,sushiswap,13973,11580941.91
Arbitrum,2023-11-13 00:00:00.000,camelot,18208,292764055.37
Arbitrum,2023-11-13 00:00:00.000,balancer,5252,30104950.74
Avalanche,2023-11-13 00:00:00.000,gmx,105,2832626.02
Avalanche,2023-11-13 00:00:00.000,fraxswap,86,931101.78
Avalanche,2023-11-13 00:00:00.000,curve,3282,4318619.68
Avalanche,2023-11-13 00:00:00.000,woofi,5227,125031523.77
Avalanche,2023-11-13 00:00:00.000,kyberswap,1219,2507963.83
Avalanche,2023-11-13 00:00:00.000,uniswap,8946,108252913.76
Avalanche,2023-11-13 00:00:00.000,hashflow,263,808682.19
Avalanche,2023-11-13 00:00:00.000,sushiswap,2590,65539.13
Avalanche,2023-11-13 00:00:00.000,trader joe,30788,727793134.04
Avalanche,2023-11-13 00:00:00.000,balancer,516,4960296.36
Avalanche,2023-11-13 00:00:00.000,pangolin,8109,42276364.28
BSC,2023-11-13 00:00:00.000,trader joe,2568,382222.2
BSC,2023-11-13 00:00:00.000,hashflow,1834,125950.05
BSC,2023-11-13 00:00:00.000,biswap,16431,12177139.52
BSC,2023-11-13 00:00:00.000,level-finance,2,31040.85
BSC,2023-11-13 00:00:00.000,fraxswap,82,382006.62
BSC,2023-11-13 00:00:00.000,dodo,5254,82305.82
BSC,2023-11-13 00:00:00.000,woofi,4477,5975885.24
BSC,2023-11-13 00:00:00.000,kyberswap,539,15267.14
BSC,2023-11-13 00:00:00.000,uniswap,47899,33519628.14
BSC,2023-11-13 00:00:00.000,sushiswap,3441,30143.21
BSC,2023-11-13 00:00:00.000,pancakeswap,503133,589702766.92
Base,2023-11-13 00:00:00.000,aerodrome,7658,9213639.21
Base,2023-11-13 00:00:00.000,swapbased,2460,452343.77
Base,2023-11-13 00:00:00.000,baseswap,14997,9378947.79
Base,2023-11-13 00:00:00.000,voodoo,1954,9135130.46
Base,2023-11-13 00:00:00.000,curve,627,1795654.84
Base,2023-11-13 00:00:00.000,woofi,5115,3199598.31
Base,2023-11-13 00:00:00.000,uniswap,20502,55215138.37
Base,2023-11-13 00:00:00.000,maverick,15314,16663616.9
Base,2023-11-13 00:00:00.000,sushiswap,6668,12987409.66
Base,2023-11-13 00:00:00.000,alienbase,3075,284325.29
Base,2023-11-13 00:00:00.000,dackieswap,2509,1114480.56
Base,2023-11-13 00:00:00.000,balancer,3798,9680401.94
Optimism,2023-11-13 00:00:00.000,beethoven-x,4553,27250449.15
Optimism,2023-11-13 00:00:00.000,synthetix,363,"null"
Optimism,2023-11-13 00:00:00.000,hashflow-v3,6,2305.55
Optimism,2023-11-13 00:00:00.000,curve,2673,7930386.67
Optimism,2023-11-13 00:00:00.000,fraxswap,171,106735.37
Optimism,2023-11-13 00:00:00.000,woofi,4252,9469534.38
Optimism,2023-11-13 00:00:00.000,velodrome,19781,35322994.86
Optimism,2023-11-13 00:00:00.000,uniswap,36972,368458535.87
Optimism,2023-11-13 00:00:00.000,kyberswap,279,3465.13
Optimism,2023-11-13 00:00:00.000,sushiswap,600,8015.96
Polygon,2023-11-13 00:00:00.000,hashflow,3128,322743.83
Polygon,2023-11-13 00:00:00.000,fraxswap,378,999280.11
Polygon,2023-11-13 00:00:00.000,curve,6416,9336287.97
Polygon,2023-11-13 00:00:00.000,dodo,4105,8414800.73
Polygon,2023-11-13 00:00:00.000,woofi,7863,38549289.42
Polygon,2023-11-13 00:00:00.000,uniswap,81290,799923480.26
Polygon,2023-11-13 00:00:00.000,kyberswap,6262,1219435.97
Polygon,2023-11-13 00:00:00.000,sushiswap,18159,6767755.87
Polygon,2023-11-13 00:00:00.000,balancer,7643,8251604.83
Polygon,2023-11-13 00:00:00.000,quickswap,56571,442584273.69
Arbitrum,2023-11-20 00:00:00.000,camelot,16984,307472699.34
Arbitrum,2023-11-20 00:00:00.000,sushiswap,76322,16910947.39
Arbitrum,2023-11-20 00:00:00.000,zyberswap,1667,3453206.85
Arbitrum,2023-11-20 00:00:00.000,trader joe,10351,110497599.53
Arbitrum,2023-11-20 00:00:00.000,woofi,12412,60470721.03
Arbitrum,2023-11-20 00:00:00.000,ramses-v2,5843,72754059.63
Arbitrum,2023-11-20 00:00:00.000,sparta,2376,8006513.86
Arbitrum,2023-11-20 00:00:00.000,curve,5197,3503271.21
Arbitrum,2023-11-20 00:00:00.000,kyberswap,3562,40433553.69
Arbitrum,2023-11-20 00:00:00.000,hashflow,1151,3364310.81
Arbitrum,2023-11-20 00:00:00.000,uniswap,78836,1608143871.39
Arbitrum,2023-11-20 00:00:00.000,gmx,1137,43450071.7
Arbitrum,2023-11-20 00:00:00.000,dodo,1970,109893.69
Arbitrum,2023-11-20 00:00:00.000,balancer,4673,23152253.4
Arbitrum,2023-11-20 00:00:00.000,fraxswap,198,482035.57
Avalanche,2023-11-20 00:00:00.000,sushiswap,2152,42380.42
Avalanche,2023-11-20 00:00:00.000,trader joe,26479,384852746.66
Avalanche,2023-11-20 00:00:00.000,pangolin,5883,13877433.33
Avalanche,2023-11-20 00:00:00.000,woofi,3656,82089914.64
Avalanche,2023-11-20 00:00:00.000,kyberswap,602,345474.49
Avalanche,2023-11-20 00:00:00.000,hashflow,4,8551.41
Avalanche,2023-11-20 00:00:00.000,curve,2644,2028488.07
Avalanche,2023-11-20 00:00:00.000,gmx,270,5440662.69
Avalanche,2023-11-20 00:00:00.000,uniswap,8954,17820523.54
Avalanche,2023-11-20 00:00:00.000,fraxswap,47,365006.06
Avalanche,2023-11-20 00:00:00.000,balancer,245,1129744.14
BSC,2023-11-20 00:00:00.000,sushiswap,4160,53272.4
BSC,2023-11-20 00:00:00.000,pancakeswap,517007,654298350.65
BSC,2023-11-20 00:00:00.000,trader joe,2031,102497.45
BSC,2023-11-20 00:00:00.000,level-finance,2,34460.25
BSC,2023-11-20 00:00:00.000,biswap,17909,16049992.55
BSC,2023-11-20 00:00:00.000,woofi,4183,7428706.28
BSC,2023-11-20 00:00:00.000,kyberswap,534,24365.14
BSC,2023-11-20 00:00:00.000,fraxswap,100,250199.98
BSC,2023-11-20 00:00:00.000,hashflow,1017,303268.63
BSC,2023-11-20 00:00:00.000,dodo,2599,98686.37
BSC,2023-11-20 00:00:00.000,uniswap,50563,58713708.34
Base,2023-11-20 00:00:00.000,sushiswap,5959,9622083.98
Base,2023-11-20 00:00:00.000,alienbase,3155,253359.2
Base,2023-11-20 00:00:00.000,maverick,14077,13254191.94
Base,2023-11-20 00:00:00.000,woofi,5269,4034530.56
Base,2023-11-20 00:00:00.000,balancer,3703,5579232.38
Base,2023-11-20 00:00:00.000,dackieswap,2837,1266125.77
Base,2023-11-20 00:00:00.000,baseswap,17233,9615827.87
Base,2023-11-20 00:00:00.000,swapbased,2451,228469.82
Base,2023-11-20 00:00:00.000,aerodrome,7668,11532940.8
Base,2023-11-20 00:00:00.000,voodoo,2077,8425081.43
Base,2023-11-20 00:00:00.000,uniswap,21258,57953788.21
Base,2023-11-20 00:00:00.000,curve,653,649965.92
Optimism,2023-11-20 00:00:00.000,beethoven-x,4694,9725716.62
Optimism,2023-11-20 00:00:00.000,hashflow-v3,444,119407.52
Optimism,2023-11-20 00:00:00.000,sushiswap,524,6038.98
Optimism,2023-11-20 00:00:00.000,curve,3065,4710241.77
Optimism,2023-11-20 00:00:00.000,woofi,3791,8210863.76
Optimism,2023-11-20 00:00:00.000,synthetix,279,"null"
Optimism,2023-11-20 00:00:00.000,kyberswap,233,15628.12
Optimism,2023-11-20 00:00:00.000,velodrome,20963,32092212.03
Optimism,2023-11-20 00:00:00.000,uniswap,38762,264613219.33
Optimism,2023-11-20 00:00:00.000,fraxswap,133,78506.75
Polygon,2023-11-20 00:00:00.000,fraxswap,241,416119.81
Polygon,2023-11-20 00:00:00.000,sushiswap,18782,4350526.97
Polygon,2023-11-20 00:00:00.000,woofi,7778,29853108.21
Polygon,2023-11-20 00:00:00.000,balancer,6502,7055766.71
Polygon,2023-11-20 00:00:00.000,curve,6283,8479929.94
Polygon,2023-11-20 00:00:00.000,kyberswap,3440,763482.89
Polygon,2023-11-20 00:00:00.000,hashflow,2338,340162.55
Polygon,2023-11-20 00:00:00.000,dodo,4056,7242431.28
Polygon,2023-11-20 00:00:00.000,uniswap,86616,467541370.51
Polygon,2023-11-20 00:00:00.000,quickswap,55117,247601083.68
Arbitrum,2023-11-27 00:00:00.000,ramses-v2,5402,70042657.83
Arbitrum,2023-11-27 00:00:00.000,fraxswap,176,422480.16
Arbitrum,2023-11-27 00:00:00.000,kyberswap,315,65378.37
Arbitrum,2023-11-27 00:00:00.000,balancer,4056,24281148.17
Arbitrum,2023-11-27 00:00:00.000,camelot,17431,253814959.26
Arbitrum,2023-11-27 00:00:00.000,curve,2237,2810366.71
Arbitrum,2023-11-27 00:00:00.000,sparta,2128,6806147.21
Arbitrum,2023-11-27 00:00:00.000,zyberswap,1452,2919787.16
Arbitrum,2023-11-27 00:00:00.000,gmx,1026,26573754.05
Arbitrum,2023-11-27 00:00:00.000,trader joe,9918,92187534.38
Arbitrum,2023-11-27 00:00:00.000,woofi,11783,58423491.02
Arbitrum,2023-11-27 00:00:00.000,sushiswap,14909,11873579.62
Arbitrum,2023-11-27 00:00:00.000,dodo,1862,79899.42
Arbitrum,2023-11-27 00:00:00.000,uniswap,78706,1297367979.77
Arbitrum,2023-11-27 00:00:00.000,hashflow,1039,1616253.11
Avalanche,2023-11-27 00:00:00.000,kyberswap,571,420227.28
Avalanche,2023-11-27 00:00:00.000,fraxswap,47,262155.84
Avalanche,2023-11-27 00:00:00.000,balancer,288,1953551.38
Avalanche,2023-11-27 00:00:00.000,curve,2467,2993172.12
Avalanche,2023-11-27 00:00:00.000,pangolin,6468,9610683.41
Avalanche,2023-11-27 00:00:00.000,gmx,422,4236238.88
Avalanche,2023-11-27 00:00:00.000,trader joe,29878,316190341.8
Avalanche,2023-11-27 00:00:00.000,woofi,4572,64611076.7
Avalanche,2023-11-27 00:00:00.000,sushiswap,2170,45907.49
Avalanche,2023-11-27 00:00:00.000,uniswap,10302,14262319.76
Avalanche,2023-11-27 00:00:00.000,hashflow,149,424613.93
BSC,2023-11-27 00:00:00.000,kyberswap,502,22627.11
BSC,2023-11-27 00:00:00.000,fraxswap,78,152721.5
BSC,2023-11-27 00:00:00.000,biswap,15761,11202308.08
BSC,2023-11-27 00:00:00.000,level-finance,2,31350.9
BSC,2023-11-27 00:00:00.000,pancakeswap,543961,429750080.83
BSC,2023-11-27 00:00:00.000,trader joe,2053,97047.27
BSC,2023-11-27 00:00:00.000,woofi,4857,3311002.21
BSC,2023-11-27 00:00:00.000,sushiswap,3251,39280.4
BSC,2023-11-27 00:00:00.000,dodo,4598,106097.34
BSC,2023-11-27 00:00:00.000,hashflow,1562,173558.89
BSC,2023-11-27 00:00:00.000,uniswap,50553,14162881.01
Base,2023-11-27 00:00:00.000,baseswap,9525,1625719.52
Base,2023-11-27 00:00:00.000,alienbase,2620,159716.94
Base,2023-11-27 00:00:00.000,dackieswap,2387,2045570.76
Base,2023-11-27 00:00:00.000,balancer,3465,5143336.26
Base,2023-11-27 00:00:00.000,aerodrome,5326,7711600.67
Base,2023-11-27 00:00:00.000,curve,812,452006.39
Base,2023-11-27 00:00:00.000,voodoo,987,2606192.36
Base,2023-11-27 00:00:00.000,woofi,3871,4123193.43
Base,2023-11-27 00:00:00.000,sushiswap,5591,7923855.75
Base,2023-11-27 00:00:00.000,maverick,11476,11052123.44
Base,2023-11-27 00:00:00.000,swapbased,2351,219348.97
Base,2023-11-27 00:00:00.000,uniswap,20192,47526624.48
Optimism,2023-11-27 00:00:00.000,beethoven-x,3802,6478472.6
Optimism,2023-11-27 00:00:00.000,kyberswap,197,17511.88
Optimism,2023-11-27 00:00:00.000,fraxswap,91,55755.9
Optimism,2023-11-27 00:00:00.000,curve,2362,3619659.47
Optimism,2023-11-27 00:00:00.000,velodrome,15674,17462111.1
Optimism,2023-11-27 00:00:00.000,synthetix,125,"null"
Optimism,2023-11-27 00:00:00.000,woofi,4173,6515440.65
Optimism,2023-11-27 00:00:00.000,hashflow-v3,507,112546.94
Optimism,2023-11-27 00:00:00.000,sushiswap,372,4084.71
Optimism,2023-11-27 00:00:00.000,uniswap,43877,187212841.31
Polygon,2023-11-27 00:00:00.000,kyberswap,3383,528330.78
Polygon,2023-11-27 00:00:00.000,fraxswap,215,301412.18
Polygon,2023-11-27 00:00:00.000,balancer,6641,8772228.38
Polygon,2023-11-27 00:00:00.000,curve,5063,8656306.25
Polygon,2023-11-27 00:00:00.000,woofi,7322,30757340.74
Polygon,2023-11-27 00:00:00.000,sushiswap,17170,4796574.28
Polygon,2023-11-27 00:00:00.000,quickswap,53328,192507780.17
Polygon,2023-11-27 00:00:00.000,dodo,3507,7286842.03
Polygon,2023-11-27 00:00:00.000,hashflow,2936,429078.47
Polygon,2023-11-27 00:00:00.000,uniswap,83272,389184678.07
Arbitrum,2023-12-04 00:00:00.000,dodo,2181,169288.68
Arbitrum,2023-12-04 00:00:00.000,kyberswap,237,32449.48
Arbitrum,2023-12-04 00:00:00.000,trader joe,11983,165904482.71
Arbitrum,2023-12-04 00:00:00.000,camelot,23297,455224801.71
Arbitrum,2023-12-04 00:00:00.000,woofi,11856,97490433.46
Arbitrum,2023-12-04 00:00:00.000,sushiswap,12438,15291972.87
Arbitrum,2023-12-04 00:00:00.000,gmx,1546,57769642.26
Arbitrum,2023-12-04 00:00:00.000,zyberswap,1875,3530381.88
Arbitrum,2023-12-04 00:00:00.000,uniswap,86701,1982745596.38
Arbitrum,2023-12-04 00:00:00.000,ramses-v2,5969,116120928.14
Arbitrum,2023-12-04 00:00:00.000,hashflow,1502,5874197.45
Arbitrum,2023-12-04 00:00:00.000,curve,2023,5854453.73
Arbitrum,2023-12-04 00:00:00.000,sparta,2144,6606442.62
Arbitrum,2023-12-04 00:00:00.000,balancer,4754,47532305.67
Arbitrum,2023-12-04 00:00:00.000,fraxswap,223,808667.68
Avalanche,2023-12-04 00:00:00.000,kyberswap,843,564761.08
Avalanche,2023-12-04 00:00:00.000,trader joe,60242,942971407.32
Avalanche,2023-12-04 00:00:00.000,woofi,5881,152695525.38
Avalanche,2023-12-04 00:00:00.000,gmx,855,27225971.34
Avalanche,2023-12-04 00:00:00.000,sushiswap,2857,66460.74
Avalanche,2023-12-04 00:00:00.000,uniswap,11566,36347012.86
Avalanche,2023-12-04 00:00:00.000,hashflow,211,1854689.17
Avalanche,2023-12-04 00:00:00.000,curve,2396,4866030.8
Avalanche,2023-12-04 00:00:00.000,pangolin,11885,53870148.52
Avalanche,2023-12-04 00:00:00.000,balancer,330,3498246.95
Avalanche,2023-12-04 00:00:00.000,fraxswap,114,788291.27
BSC,2023-12-04 00:00:00.000,dodo,7355,264865.33
BSC,2023-12-04 00:00:00.000,kyberswap,778,30343.82
BSC,2023-12-04 00:00:00.000,level-finance,2,40466.83
BSC,2023-12-04 00:00:00.000,trader joe,2757,93449.46
BSC,2023-12-04 00:00:00.000,sushiswap,4016,73144.2
BSC,2023-12-04 00:00:00.000,pancakeswap,600291,706971486.61
BSC,2023-12-04 00:00:00.000,woofi,6859,6978332.43
BSC,2023-12-04 00:00:00.000,uniswap,91458,24537042.14
BSC,2023-12-04 00:00:00.000,hashflow,692,105282.28
BSC,2023-12-04 00:00:00.000,biswap,20837,16031107.57
BSC,2023-12-04 00:00:00.000,fraxswap,117,263051.92
Base,2023-12-04 00:00:00.000,sushiswap,6766,14522063.51
Base,2023-12-04 00:00:00.000,baseswap,10680,2137100.44
Base,2023-12-04 00:00:00.000,woofi,4675,5534018.86
Base,2023-12-04 00:00:00.000,dackieswap,2610,2138557.5
Base,2023-12-04 00:00:00.000,uniswap,21665,53940106.68
Base,2023-12-04 00:00:00.000,aerodrome,6733,11359258.73
Base,2023-12-04 00:00:00.000,voodoo,1662,6752711.56
Base,2023-12-04 00:00:00.000,maverick,12963,14360454.71
Base,2023-12-04 00:00:00.000,alienbase,1921,257057.88
Base,2023-12-04 00:00:00.000,curve,468,263213.17
Base,2023-12-04 00:00:00.000,swapbased,2253,286053.06
Base,2023-12-04 00:00:00.000,balancer,3344,4488972.28
Optimism,2023-12-04 00:00:00.000,kyberswap,211,25867.27
Optimism,2023-12-04 00:00:00.000,velodrome,15896,40460098.04
Optimism,2023-12-04 00:00:00.000,synthetix,155,"null"
Optimism,2023-12-04 00:00:00.000,sushiswap,538,14352.29
Optimism,2023-12-04 00:00:00.000,woofi,3998,11665647.8
Optimism,2023-12-04 00:00:00.000,uniswap,45463,376630323.44
Optimism,2023-12-04 00:00:00.000,curve,2248,3090572.78
Optimism,2023-12-04 00:00:00.000,hashflow-v3,196,79776.88
Optimism,2023-12-04 00:00:00.000,fraxswap,138,89926.44
Optimism,2023-12-04 00:00:00.000,beethoven-x,4032,32281125.43
Polygon,2023-12-04 00:00:00.000,dodo,4347,10334072.56
Polygon,2023-12-04 00:00:00.000,kyberswap,3753,501941.49
