CHAIN,day,hour,swappers,volume
Arbitrum,2. Tuesday,4,6364,73619510
Arbitrum,2. Tuesday,5,6956,62319753
Arbitrum,2. Tuesday,6,7418,63928992
Arbitrum,2. Tuesday,7,8384,68227089
Arbitrum,2. Tuesday,8,8790,89449603
Arbitrum,2. Tuesday,9,9271,66683373
Arbitrum,2. Tuesday,10,8707,68549333
Arbitrum,2. Tuesday,11,8678,72056126
Arbitrum,2. Tuesday,12,9272,85334780
Arbitrum,2. Tuesday,13,9873,152482825
Arbitrum,2. Tuesday,14,9746,214588158
Arbitrum,2. Tuesday,15,10360,118266376
Arbitrum,2. Tuesday,16,9255,101044667
Arbitrum,2. Tuesday,17,8525,73789565
Arbitrum,2. Tuesday,18,8070,89901143
Arbitrum,2. Tuesday,19,7405,84972664
Arbitrum,2. Tuesday,20,7094,91144795
Arbitrum,2. Tuesday,21,6800,92642469
Arbitrum,2. Tuesday,22,5993,80972070
Arbitrum,2. Tuesday,23,5551,70211791
Arbitrum,3. Wednesday,0,5344,60427056
Arbitrum,3. Wednesday,1,5965,144908305
Arbitrum,3. Wednesday,2,6439,82834285
Arbitrum,3. Wednesday,3,6728,88752969
Arbitrum,3. Wednesday,4,6528,110453729
Arbitrum,3. Wednesday,5,6938,77751933
Arbitrum,3. Wednesday,6,8350,77434923
Arbitrum,3. Wednesday,7,9420,96719708
Arbitrum,3. Wednesday,8,10024,100076558
Arbitrum,3. Wednesday,9,9774,79517026
Arbitrum,3. Wednesday,10,9447,92599989
Arbitrum,3. Wednesday,11,9251,66800192
Arbitrum,3. Wednesday,12,9514,91700891
Arbitrum,3. Wednesday,13,10005,103752665
Arbitrum,3. Wednesday,14,9823,114024223
Arbitrum,3. Wednesday,15,9726,123586765
Arbitrum,3. Wednesday,16,8401,121614680
Arbitrum,3. Wednesday,17,7501,149222868
Arbitrum,3. Wednesday,18,7067,100498980
Arbitrum,3. Wednesday,19,6957,134404654
Arbitrum,3. Wednesday,20,6822,81569972
Arbitrum,3. Wednesday,21,6309,59752727
Arbitrum,3. Wednesday,22,5575,42601372
Arbitrum,3. Wednesday,23,5198,37160108
Arbitrum,4. Thursday,0,5294,85280746
Arbitrum,4. Thursday,1,5876,163678223
Arbitrum,4. Thursday,2,6389,140682588
Arbitrum,4. Thursday,3,6234,114402342
Arbitrum,4. Thursday,4,5842,80952063
Arbitrum,4. Thursday,5,6452,84075159
Arbitrum,4. Thursday,6,7493,142439363
Arbitrum,4. Thursday,7,9016,148863492
Arbitrum,4. Thursday,8,9545,146971983
Arbitrum,4. Thursday,9,9571,202753726
Arbitrum,4. Thursday,10,9576,171697430
Arbitrum,4. Thursday,11,12314,139190825
Arbitrum,4. Thursday,12,10651,206513834
Arbitrum,4. Thursday,13,15801,229199563
Arbitrum,4. Thursday,14,14380,166035958
Arbitrum,4. Thursday,15,14106,153531383
Arbitrum,4. Thursday,16,11593,110507514
Arbitrum,4. Thursday,17,6336,57355781
Arbitrum,4. Thursday,18,9444,101355909
Arbitrum,4. Thursday,19,9709,110944922
Arbitrum,4. Thursday,20,8705,112753614
Arbitrum,4. Thursday,21,8037,90558328
Arbitrum,4. Thursday,22,6929,95757757
Arbitrum,4. Thursday,23,6993,156115748
Arbitrum,5. Friday,0,8569,216924525
Arbitrum,5. Friday,1,8435,150471986
Arbitrum,5. Friday,2,8875,192552995
Arbitrum,5. Friday,3,8976,174066119
Arbitrum,5. Friday,4,8952,175115982
Arbitrum,5. Friday,5,9842,122635763
Arbitrum,5. Friday,6,11568,141017023
Arbitrum,5. Friday,7,12708,201924036
Arbitrum,5. Friday,8,13536,215514509
Arbitrum,5. Friday,9,13369,170421332
Arbitrum,5. Friday,10,12528,143410889
Arbitrum,5. Friday,11,12476,167290754
Arbitrum,5. Friday,12,12262,347290390
Arbitrum,5. Friday,13,12535,237888155
Arbitrum,5. Friday,14,12816,251173435
Arbitrum,5. Friday,15,12590,225806418
Arbitrum,5. Friday,16,11369,249710480
Arbitrum,5. Friday,17,10162,164060297
Arbitrum,5. Friday,18,9532,189728878
Arbitrum,5. Friday,19,8861,155867356
Arbitrum,5. Friday,20,8360,143827250
Arbitrum,5. Friday,21,8039,173759497
Arbitrum,5. Friday,22,7087,119830455
Arbitrum,5. Friday,23,6430,109327016
Arbitrum,6. Saturday,0,6236,140682390
Arbitrum,6. Saturday,1,6602,67906594
Arbitrum,6. Saturday,2,6892,53957693
Arbitrum,6. Saturday,3,7187,49958538
Arbitrum,6. Saturday,4,6978,53284754
Arbitrum,6. Saturday,5,7404,51356120
Arbitrum,6. Saturday,6,8493,82265822
Arbitrum,6. Saturday,7,9646,85465989
Arbitrum,6. Saturday,8,10782,54142671
Arbitrum,6. Saturday,9,10777,109286217
Arbitrum,6. Saturday,10,10580,51267574
Arbitrum,6. Saturday,11,10391,34061554
Arbitrum,6. Saturday,12,10170,51226038
Arbitrum,6. Saturday,13,10308,63665868
Arbitrum,6. Saturday,14,10888,60219199
Arbitrum,6. Saturday,15,10706,72379973
Arbitrum,6. Saturday,16,9417,67692596
Arbitrum,6. Saturday,17,8309,44744000
Arbitrum,6. Saturday,18,7829,38540142
Arbitrum,6. Saturday,19,7364,41725767
Arbitrum,6. Saturday,20,7229,50197797
Arbitrum,6. Saturday,21,6776,40088304
Arbitrum,6. Saturday,22,6148,61412707
Arbitrum,6. Saturday,23,5573,52325428
Arbitrum,7. Sunday,0,5586,54810207
Arbitrum,7. Sunday,1,5731,53704622
Arbitrum,7. Sunday,2,6134,52814010
Arbitrum,7. Sunday,3,6611,44478007
Arbitrum,7. Sunday,4,6710,52573388
Arbitrum,7. Sunday,5,7018,46236886
Arbitrum,7. Sunday,6,7802,39622231
Arbitrum,7. Sunday,7,8883,120164616
Arbitrum,7. Sunday,8,9236,86102387
Arbitrum,7. Sunday,9,9522,92143034
Arbitrum,7. Sunday,10,9869,94060158
Arbitrum,7. Sunday,11,9567,99958397
Arbitrum,7. Sunday,12,9725,106108982
Arbitrum,7. Sunday,13,10091,131323499
Arbitrum,7. Sunday,14,10291,134348066
Arbitrum,7. Sunday,15,10119,105555600
Arbitrum,7. Sunday,16,9286,90109514
Arbitrum,7. Sunday,17,8892,108747376
Arbitrum,7. Sunday,18,8097,88158818
Arbitrum,7. Sunday,19,7590,82100863
Arbitrum,7. Sunday,20,7550,118706487
Arbitrum,7. Sunday,21,7355,136839281
Arbitrum,7. Sunday,22,6832,175928116
Arbitrum,7. Sunday,23,6419,158218668
Avalanche,1. Monday,0,1036,7308808
Avalanche,1. Monday,1,1128,9253900
Avalanche,1. Monday,2,1114,7029416
Avalanche,1. Monday,3,1029,4737233
Avalanche,1. Monday,4,1027,4119336
Avalanche,1. Monday,5,1096,4892186
Avalanche,1. Monday,6,1149,4274856
Avalanche,1. Monday,7,1249,4710713
Avalanche,1. Monday,8,1392,6338084
Avalanche,1. Monday,9,1462,9641333
Avalanche,1. Monday,10,1506,7428964
Avalanche,1. Monday,11,1456,6621943
Avalanche,1. Monday,12,1473,6945317
Avalanche,1. Monday,13,1597,9413480
Avalanche,1. Monday,14,1579,11521422
Avalanche,1. Monday,15,1704,7946693
Avalanche,1. Monday,16,1724,10757143
Avalanche,1. Monday,17,1494,9580953
Avalanche,1. Monday,18,1404,8874210
Avalanche,1. Monday,19,1432,7091214
Avalanche,1. Monday,20,1446,11086175
Avalanche,1. Monday,21,1224,6945729
Avalanche,1. Monday,22,1086,3642411
Avalanche,1. Monday,23,1020,3808866
Avalanche,2. Tuesday,0,1096,5405591
Avalanche,2. Tuesday,1,1398,12624233
Avalanche,2. Tuesday,2,1284,7426478
Avalanche,2. Tuesday,3,1120,5403079
Avalanche,2. Tuesday,4,1072,4570137
Avalanche,2. Tuesday,5,1070,3795880
Avalanche,2. Tuesday,6,1239,4964838
Avalanche,2. Tuesday,7,1312,4908691
Avalanche,2. Tuesday,8,1288,5336439
Avalanche,2. Tuesday,9,1442,5137991
Avalanche,2. Tuesday,10,1400,4113176
Avalanche,2. Tuesday,11,1455,4956326
Avalanche,2. Tuesday,12,1534,5451805
Avalanche,2. Tuesday,13,1563,7982366
Avalanche,2. Tuesday,14,1656,13923663
Avalanche,2. Tuesday,15,1464,7999062
Avalanche,2. Tuesday,16,1548,11873025
Avalanche,2. Tuesday,17,1335,4922707
Avalanche,2. Tuesday,18,1359,10067429
Avalanche,2. Tuesday,19,1349,6131227
Avalanche,2. Tuesday,20,1272,3692357
Avalanche,2. Tuesday,21,1291,3862375
Avalanche,2. Tuesday,22,1082,3382826
Avalanche,2. Tuesday,23,1050,2246412
Avalanche,3. Wednesday,0,1116,3681390
Avalanche,3. Wednesday,1,1244,7399416
Avalanche,3. Wednesday,2,1102,5687397
Avalanche,3. Wednesday,3,1114,4399882
Avalanche,3. Wednesday,4,1094,5393759
Avalanche,3. Wednesday,5,1035,3357625
Avalanche,3. Wednesday,6,1224,2812605
Avalanche,3. Wednesday,7,1365,3203292
Avalanche,3. Wednesday,8,1341,4419235
Avalanche,3. Wednesday,9,1374,3484886
Avalanche,3. Wednesday,10,1406,4516363
Avalanche,3. Wednesday,11,1375,4660333
Avalanche,3. Wednesday,12,1458,7848232
Avalanche,3. Wednesday,13,1589,6703358
Avalanche,3. Wednesday,14,1475,6118704
Avalanche,3. Wednesday,15,1427,7404516
Avalanche,3. Wednesday,16,1355,5787676
Avalanche,3. Wednesday,17,1333,5947938
Avalanche,3. Wednesday,18,1318,3786862
Avalanche,3. Wednesday,19,1377,6474253
Avalanche,3. Wednesday,20,1369,3824183
Avalanche,3. Wednesday,21,1251,3547808
Avalanche,3. Wednesday,22,1174,2877903
Avalanche,3. Wednesday,23,1094,3620540
Avalanche,4. Thursday,0,1028,3027746
Avalanche,4. Thursday,1,1186,5780871
Avalanche,4. Thursday,2,1171,5039707
Avalanche,4. Thursday,3,1116,3949116
Avalanche,4. Thursday,4,1007,4078297
Avalanche,4. Thursday,5,1102,3125972
Avalanche,4. Thursday,6,1283,4786700
Avalanche,4. Thursday,7,1386,4865630
Avalanche,4. Thursday,8,1339,5510917
Avalanche,4. Thursday,9,1413,3410012
Avalanche,4. Thursday,10,1433,4626648
Avalanche,4. Thursday,11,2762,5252815
Avalanche,4. Thursday,12,2245,10224849
Avalanche,4. Thursday,13,2063,14519663
Avalanche,4. Thursday,14,2158,9562532
Avalanche,4. Thursday,15,1914,9189377
Avalanche,4. Thursday,16,1902,6465080
Avalanche,4. Thursday,17,1732,6028246
Avalanche,4. Thursday,18,1538,5274341
Avalanche,4. Thursday,19,1430,4769039
Avalanche,4. Thursday,20,1439,2841238
Avalanche,4. Thursday,21,1375,2855829
Avalanche,4. Thursday,22,1184,3465235
Avalanche,4. Thursday,23,1220,3273218
Avalanche,5. Friday,0,1420,7558428
Avalanche,5. Friday,1,1353,7087047
Avalanche,5. Friday,2,1355,10846795
Avalanche,5. Friday,3,1523,17504823
Avalanche,5. Friday,4,1586,11566580
Avalanche,5. Friday,5,1567,5561515
Avalanche,5. Friday,6,1653,6141628
Avalanche,5. Friday,7,1809,7397314
Avalanche,5. Friday,8,1933,7785083
Avalanche,5. Friday,9,1928,8552233
Avalanche,5. Friday,10,1968,7240214
Avalanche,5. Friday,11,1706,6297793
Avalanche,5. Friday,12,1834,10265895
Avalanche,5. Friday,13,1834,12722099
Avalanche,5. Friday,14,1829,14237884
Avalanche,5. Friday,15,1813,12840916
Avalanche,5. Friday,16,1960,14701513
Avalanche,5. Friday,17,1791,8292114
Avalanche,5. Friday,18,1659,9478911
Avalanche,5. Friday,19,1568,5810757
Avalanche,5. Friday,20,1552,7703389
Avalanche,5. Friday,21,1481,8748576
Avalanche,5. Friday,22,1286,6018136
Avalanche,5. Friday,23,1102,3468826
Avalanche,6. Saturday,0,1146,5193466
Avalanche,6. Saturday,1,1100,2584392
Avalanche,6. Saturday,2,1117,11983802
Avalanche,6. Saturday,3,1326,13524632
Avalanche,6. Saturday,4,1168,12019887
Avalanche,6. Saturday,5,1344,10606405
Avalanche,6. Saturday,6,1495,10443707
Avalanche,6. Saturday,7,1576,7983432
Avalanche,6. Saturday,8,1613,8348398
Avalanche,6. Saturday,9,1520,7574743
Avalanche,6. Saturday,10,1644,7863588
Avalanche,6. Saturday,11,1513,5087274
Avalanche,6. Saturday,12,1675,7501218
Avalanche,6. Saturday,13,1696,8507430
Avalanche,6. Saturday,14,1720,6447224
Avalanche,6. Saturday,15,1655,9350825
Avalanche,6. Saturday,16,1613,6409502
Avalanche,6. Saturday,17,1527,6926043
Avalanche,6. Saturday,18,1515,3119349
Avalanche,6. Saturday,19,1561,4673851
Avalanche,6. Saturday,20,1440,3837490
Avalanche,6. Saturday,21,1265,2811626
Avalanche,6. Saturday,22,1450,4394068
Avalanche,6. Saturday,23,1192,5031255
Avalanche,7. Sunday,0,1104,8006275
Avalanche,7. Sunday,1,1158,7367163
Avalanche,7. Sunday,2,1111,5282696
Avalanche,7. Sunday,3,1167,4243924
Avalanche,7. Sunday,4,1113,4425961
Avalanche,7. Sunday,5,1184,5602341
Avalanche,7. Sunday,6,1311,6019751
Avalanche,7. Sunday,7,1275,3648832
Avalanche,7. Sunday,8,1320,5387940
Avalanche,7. Sunday,9,1437,6314687
Avalanche,7. Sunday,10,1456,6541536
Avalanche,7. Sunday,11,1653,4285346
Avalanche,7. Sunday,12,1613,6294295
Avalanche,7. Sunday,13,1717,8541877
Avalanche,7. Sunday,14,1758,7807190
Avalanche,7. Sunday,15,1586,5175724
Avalanche,7. Sunday,16,1501,4413750
Avalanche,7. Sunday,17,1466,5131309
Avalanche,7. Sunday,18,1453,7977834
Avalanche,7. Sunday,19,1404,4945052
Avalanche,7. Sunday,20,1401,8061113
Avalanche,7. Sunday,21,1390,8317073
Avalanche,7. Sunday,22,1337,11909674
Avalanche,7. Sunday,23,1218,10176061
BSC,1. Monday,0,12446,69084912
BSC,1. Monday,1,13212,75980940
BSC,1. Monday,2,13689,59770291
BSC,1. Monday,3,14130,49206767
BSC,1. Monday,4,13646,53359560
BSC,1. Monday,5,13930,63410548
BSC,1. Monday,6,15910,50631700
BSC,1. Monday,7,16821,58236638
BSC,1. Monday,8,17327,78855873
BSC,1. Monday,9,18214,92719562
BSC,1. Monday,10,17528,75047277
BSC,1. Monday,11,17813,70330803
BSC,1. Monday,12,19521,69445718
BSC,1. Monday,13,18694,77637062
BSC,1. Monday,14,18552,107665111
